,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD
Devonta Freeman,ATL,1,13,100,1,10,8,56,1
Chris Ivory,NYJ,1,20,146,1,3,3,50,0
James Starks,GB,1,10,112,1,2,1,5,1
LeGarrette Blount,NE,1,16,93,1,1,1,11,1
Jonathan Stewart,CAR,1,20,78,2,1,1,8,0
DeMarco Murray,PHI,1,22,109,1,4,3,14,0
Lamar Miller,MIA,1,19,113,1,3,2,5,0
Mark Ingram,NO,1,20,46,2,3,3,10,0
Arian Foster,HOU,1,18,53,0,6,5,59,1
LeSean McCoy,BUF,1,17,90,1,4,2,4,0
Matt Forte,CHI,1,24,69,1,5,3,20,0
Giovani Bernard,CIN,1,8,50,1,2,1,23,0
Jeremy Hill,CIN,1,16,56,0,1,1,13,1
Ronnie Hillman,DEN,1,20,111,0,5,3,4,0
Marshawn Lynch,SEA,1,17,54,1,3,1,0,0
Dexter McCluster,TEN,1,5,23,0,4,3,19,1
Justin Forsett,BAL,1,17,62,0,8,7,39,0
Frank Gore,IND,1,13,78,0,3,2,16,0
Bruce Miller,SF,1,0,0,0,3,3,89,0
Le'Veon Bell,PIT,1,24,88,0,0,0,0,0
Jeremy Langford,CHI,1,5,10,1,2,1,17,0
Rashad Jennings,NYG,1,13,63,0,3,3,20,0
Theo Riddick,DET,1,7,28,0,6,3,50,0
Danny Woodhead,SD,1,7,8,0,7,5,63,0
Ameer Abdullah,DET,1,14,48,0,4,3,21,0
C.J. Anderson,DEN,1,13,41,0,4,4,25,0
Branden Oliver,SD,1,7,23,0,4,4,40,0
Zac Stacy,NYJ,1,13,46,0,2,2,15,0
Carlos Hyde,SF,1,21,55,0,2,2,5,0
Adrian Peterson,MIN,1,26,60,0,1,1,-3,0
Duke Johnson,CLE,1,9,38,0,4,3,18,0
Andre Ellington,ARI,1,1,7,0,2,2,47,0
Toby Gerhart,JAC,1,9,26,0,4,3,23,0
Khiry Robinson,NO,1,7,23,0,2,2,24,0
Ryan Mathews,PHI,1,9,40,0,1,1,6,0
Chris Johnson,ARI,1,14,40,0,1,1,5,0
Isaiah Crowell,CLE,1,11,32,0,2,2,9,0
Tevin Coleman,ATL,1,4,40,0,0,0,0,0
Dion Lewis,NE,1,4,21,0,6,3,18,0
Chris Polk,HOU,1,8,37,0,2,1,2,0
Charcandrick West,KC,1,9,33,0,2,1,6,0
Denard Robinson,JAC,1,7,19,0,3,3,19,0
Chris Thompson,WAS,1,5,12,0,10,6,26,0
Jonas Gray,MIA,1,7,24,0,1,1,12,0
Matt Asiata,MIN,1,5,27,0,1,1,8,0
Alfred Morris,WAS,1,11,21,0,1,1,11,0
Melvin Gordon,SD,1,7,29,0,0,0,0,0
C.J. Spiller,NO,1,3,10,0,5,4,17,0
Robert Turbin,CLE,1,10,27,0,1,0,0,0
Antonio Andrews,TEN,1,9,23,0,1,1,2,0
Knile Davis,KC,1,5,13,0,1,1,12,0
Fozzy Whittaker,CAR,1,1,2,0,2,2,21,0
Kyle Juszczyk,BAL,1,0,0,0,2,2,22,0
Javorius Allen,BAL,1,4,13,0,3,1,8,0
John Kuhn,GB,1,0,0,0,2,2,20,0
Eddie Lacy,GB,1,4,3,0,2,2,17,0
Bishop Sankey,TEN,1,3,13,0,3,1,7,0
Patrick DiMarco,ATL,1,0,0,0,3,2,18,0
Dan Herron,BUF,1,0,0,0,2,2,17,0
David Johnson,ARI,1,3,9,0,1,1,8,0
Ahmad Bradshaw,IND,1,4,8,0,1,1,8,0
Zach Zenner,DET,1,3,15,0,0,0,0,0
Anthony Sherman,KC,1,1,0,0,1,1,13,0
Mike Tolbert,CAR,1,3,10,0,0,0,0,0
Thomas Rawls,SEA,1,1,8,0,0,0,0,0
Darrel Young,WAS,1,0,0,0,1,1,8,0
Fred Jackson,SEA,1,0,0,0,2,2,7,0
Darren Sproles,PHI,1,2,4,0,2,1,3,0
Terron Ward,ATL,1,0,0,0,1,1,7,0
Shane Vereen,NYG,1,4,0,0,4,1,6,0
Andre Williams,NYG,1,5,6,0,0,0,0,0
Damien Williams,MIA,1,2,5,0,0,0,0,0
Zach Line,MIN,1,0,0,0,1,1,3,0
Jerick McKinnon,MIN,1,1,2,0,0,0,0,0
Corey Grant,JAC,1,1,1,0,0,0,0,0
De'Anthony Thomas,KC,1,1,1,0,1,0,0,0
Mike Davis,SF,1,1,0,0,0,0,0,0
James White,NE,1,0,0,0,1,0,0,0
Bilal Powell,NYJ,1,4,-2,0,1,1,1,0
DeAngelo Williams,PIT,1,1,-1,0,0,0,0,0
