,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD
DeMarco Murray,DAL,1,17,63,3,5,5,39,0
Ben Tate,HOU,1,22,102,3,0,0,0,0
Reggie Bush,DET,1,20,117,1,5,5,65,0
C.J. Spiller,BUF,1,15,149,1,4,2,8,0
Adrian Peterson,MIN,1,35,211,0,4,2,0,0
Steven Jackson,ATL,1,23,84,2,1,1,0,0
Fred Jackson,BUF,1,11,42,1,4,4,36,1
Le'Veon Bell,PIT,1,16,73,1,9,7,63,0
Joique Bell,DET,1,19,94,1,4,3,34,0
Jamaal Charles,KC,1,19,93,1,2,2,27,0
Andre Brown,NYG,1,14,35,2,5,3,23,0
Rashad Jennings,OAK,1,17,35,2,2,1,8,0
Chris Johnson,TEN,1,18,69,0,7,6,32,1
BenJarvus Green-Ellis,CIN,1,20,92,1,1,1,3,0
Matt Forte,CHI,1,23,120,0,2,2,31,0
Knowshon Moreno,DEN,1,15,18,0,5,4,72,1
Shane Vereen,NE,1,10,38,0,6,5,37,1
Willis McGahee,CLE,1,14,57,1,2,2,14,0
Donald Brown,IND,1,14,54,1,3,2,10,0
Montee Ball,DEN,1,13,117,0,2,1,4,0
LeSean McCoy,PHI,1,19,79,0,6,5,36,0
Alfred Morris,WAS,1,11,26,1,3,3,27,0
Frank Gore,SF,1,15,42,1,2,2,7,0
LeGarrette Blount,NE,1,12,44,1,0,0,0,0
Antone Smith,ATL,1,1,38,1,2,1,6,0
Lance Dunbar,DAL,1,12,82,0,1,1,12,0
Ryan Mathews,SD,1,14,61,0,6,5,31,0
Mike Tolbert,CAR,1,9,48,0,4,3,41,0
Lamar Miller,MIA,1,22,72,0,1,1,13,0
Maurice Jones-Drew,JAC,1,23,77,0,8,2,4,0
Rashard Mendenhall,ARI,1,18,76,0,0,0,0,0
Chris Ivory,NYJ,1,12,61,0,1,1,12,0
Bobby Rainey,TB,1,17,63,0,3,2,8,0
Zac Stacy,STL,1,19,72,0,2,1,-1,0
Ray Rice,BAL,1,12,32,0,7,6,38,0
Giovani Bernard,CIN,1,14,57,0,2,1,9,0
Stepfan Taylor,ARI,1,3,15,0,3,2,45,0
Bilal Powell,NYJ,1,7,34,0,5,3,25,0
Marshawn Lynch,SEA,1,16,45,0,4,3,12,0
Peyton Hillis,NYG,1,6,45,0,1,1,6,0
Dexter McCluster,KC,1,1,0,0,6,5,43,0
Darren Sproles,NO,1,3,11,0,8,7,32,0
Jordan Todman,JAC,1,5,31,0,2,1,12,0
Jonathan Stewart,CAR,1,14,39,0,2,2,3,0
Shonn Greene,TEN,1,10,39,0,1,1,1,0
Roy Helu,WAS,1,4,6,0,4,4,34,0
Eddie Lacy,GB,1,10,16,0,4,2,23,0
Bernard Pierce,BAL,1,9,35,0,3,3,4,0
Knile Davis,KC,1,1,20,0,2,2,18,0
Danny Woodhead,SD,1,7,22,0,3,2,13,0
Chris Ogbonnaya,CLE,1,7,20,0,5,2,14,0
Robert Turbin,SEA,1,11,34,0,0,0,0,0
Stanley Havili,IND,1,0,0,0,4,3,29,0
Dennis Johnson,HOU,1,3,13,0,2,1,11,0
Jacquizz Rodgers,ATL,1,4,12,0,1,1,11,0
Mark Ingram,NO,1,8,22,0,0,0,0,0
Mike Gillislee,MIA,1,6,21,0,0,0,0,0
Michael Robinson,SEA,1,0,0,0,1,1,21,0
Pierre Thomas,NO,1,4,0,0,4,4,21,0
Brandon Bolden,NE,1,3,2,0,1,1,18,0
Bruce Miller,SF,1,0,0,0,4,2,20,0
Trent Richardson,IND,1,5,19,0,0,0,0,0
Isaiah Pead,STL,1,0,0,0,3,2,17,0
Benny Cunningham,STL,1,2,16,0,0,0,0,0
Fozzy Whittaker,CLE,1,7,15,0,1,1,1,0
Michael Bush,CHI,1,1,15,0,0,0,0,0
Jed Collins,NO,1,1,12,0,1,1,3,0
Anthony Dixon,SF,1,8,13,0,0,0,0,0
Darren McFadden,OAK,1,5,13,0,1,0,0,0
Toby Gerhart,MIN,1,2,8,0,1,1,4,0
John Kuhn,GB,1,1,2,0,1,1,8,0
Brian Leonard,TB,1,0,0,0,2,2,10,0
Frank Summers,BUF,1,0,0,0,1,1,9,0
Cyrus Gray,KC,1,0,0,0,1,1,8,0
Anthony Sherman,KC,1,0,0,0,2,1,8,0
Kendall Hunter,SF,1,3,7,0,0,0,0,0
Kenjon Barner,CAR,1,5,6,0,0,0,0,0
Jerome Felton,MIN,1,0,0,0,1,1,5,0
Marcel Reece,OAK,1,0,0,0,4,2,5,0
Theo Riddick,DET,1,0,0,0,1,1,5,0
Bryce Brown,PHI,1,5,4,0,0,0,0,0
Ronnie Brown,SD,1,1,3,0,0,0,0,0
Jason Snelling,ATL,1,0,0,0,1,1,3,0
James Starks,GB,1,2,2,0,0,0,0,0
Tashard Choice,BUF,1,1,1,0,0,0,0,0
Le'Ron McClain,SD,1,1,1,0,0,0,0,0
Will Johnson,PIT,1,0,0,0,1,0,0,0
Evan Royster,WAS,1,2,0,0,0,0,0,0
Erik Lorig,TB,1,0,0,0,1,1,-1,0
