,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Andrew Hawkins,CLE,1,4,3,43,0,0,0,0
Eddie Royal,CHI,1,8,7,41,0,0,0,0
Marqise Lee,JAC,1,4,2,27,0,1,12,0
Mike Wallace,MIN,1,3,3,38,0,0,0,0
Ty Montgomery,GB,1,4,4,37,0,0,0,0
Cameron Meredith,CHI,1,4,3,36,0,0,0,0
Justin Hunter,TEN,1,2,2,34,0,0,0,0
Cecil Shorts,HOU,1,12,6,34,0,0,0,0
Davante Adams,GB,1,5,5,33,0,0,0,0
Brandon Coleman,NO,1,6,3,33,0,0,0,0
Danny Amendola,NE,1,2,1,29,0,1,3,0
Nelson Agholor,PHI,1,6,3,31,0,0,0,0
Quincy Enunwa,NYJ,1,3,1,27,0,0,0,0
Andre Johnson,IND,1,7,3,27,0,0,0,0
Phillip Dorsett,IND,1,6,1,25,0,0,0,0
Quinton Patton,SF,1,4,4,25,0,0,0,0
Josh Huff,PHI,1,3,2,20,0,0,0,0
Devin Street,DAL,1,2,1,18,0,0,0,0
DeAndrew White,SF,1,2,2,18,0,0,0,0
Tyler Lockett,SEA,1,2,2,17,0,0,0,0
Preston Parker,NYG,1,6,3,17,0,0,0,0
Kendall Wright,TEN,1,4,2,17,0,0,0,0
Keenan Allen,SD,1,4,2,16,0,0,0,0
Devin Funchess,CAR,1,4,1,15,0,0,0,0
Mohamed Sanu,CIN,1,2,1,15,0,0,0,0
Chandler Worthy,HOU,1,2,2,15,0,0,0,0
Cole Beasley,DAL,1,5,4,14,0,0,0,0
Lance Moore,DET,1,6,3,14,0,0,0,0
Jordan Norwood,DEN,1,5,3,14,0,0,0,0
Chris Matthews,SEA,1,2,1,13,0,0,0,0
Marlon Brown,BAL,1,4,2,12,0,0,0,0
Nick Williams,ATL,1,1,1,12,0,0,0,0
Jerricho Cotchery,CAR,1,1,1,11,0,0,0,0
Chris Hogan,BUF,1,1,1,11,0,0,0,0
Charles Johnson,MIN,1,3,3,10,0,0,0,0
Marquess Wilson,CHI,1,5,1,10,0,0,0,0
Kenny Stills,MIA,1,4,2,8,0,0,0,0
Jamison Crowder,WAS,1,1,1,7,0,0,0,0
Chris Givens,STL,1,1,1,7,0,0,0,0
Rashad Greene,JAC,1,4,2,7,0,0,0,0
Andre Caldwell,DEN,1,2,1,6,0,0,0,0
Geremy Davis,NYG,1,1,1,5,0,0,0,0
Rueben Randle,NYG,1,2,1,5,0,0,0,0
Harry Douglas,TEN,1,8,1,9,0,1,-6,0
DeVante Parker,MIA,1,1,1,3,0,0,0,0
Stedman Bailey,STL,1,4,1,0,0,0,0,0
Andre Roberts,WAS,1,1,1,0,0,0,0,0
Taylor Gabriel,CLE,1,1,1,-3,0,0,0,0
