,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Player,Team,G,Target,Rec,Yard,TD,Att,Yard,TD
Larry Fitzgerald,ARI,1,9,8,112,3,0,0,0
Allen Robinson,JAC,1,12,6,155,2,0,0,0
Antonio Brown,PIT,1,11,9,195,1,0,0,0
Travis Benjamin,CLE,1,4,3,115,2,0,0,0
Julian Edelman,NE,1,19,11,97,2,1,12,0
Emmanuel Sanders,DEN,1,14,8,87,2,1,0,0
Odell Beckham Jr.,NYG,1,12,7,146,1,0,0,0
Donte Moncrief,IND,1,8,7,122,1,0,0,0
Torrey Smith,SF,1,7,6,120,1,0,0,0
Michael Crabtree,OAK,1,16,9,111,1,0,0,0
Amari Cooper,OAK,1,11,7,109,1,0,0,0
Brandon Marshall,NYJ,1,10,7,101,1,0,0,0
Eric Decker,NYJ,1,11,8,97,1,0,0,0
Doug Baldwin,SEA,1,8,7,92,1,0,0,0
Steve Smith,BAL,1,16,10,150,0,0,0,0
Terrance Williams,DAL,1,7,4,84,1,0,0,0
Calvin Johnson,DET,1,17,10,83,1,0,0,0
Jordan Matthews,PHI,1,9,6,80,1,0,0,0
Leonard Hankerson,ATL,1,11,6,77,1,0,0,0
Darrius Heyward-Bey,PIT,1,5,4,77,1,0,0,0
Julio Jones,ATL,1,15,13,135,0,0,0,0
Anquan Boldin,SF,1,10,6,60,1,0,0,0
Sammy Watkins,BUF,1,8,6,60,1,0,0,0
Robert Woods,BUF,1,3,3,60,1,0,0,0
Philly Brown,CAR,1,4,3,57,1,0,0,0
Randall Cobb,GB,1,11,8,116,0,0,0,0
Jarvis Landry,MIA,1,10,8,110,0,1,6,0
Demaryius Thomas,DEN,1,14,8,116,0,0,0,0
Malcom Floyd,SD,1,4,2,55,1,0,0,0
Rishard Matthews,MIA,1,7,6,115,0,0,0,0
Vincent Jackson,TB,1,5,3,54,1,0,0,0
Marvin Jones,CIN,1,5,2,48,1,1,3,0
Josh Bellamy,CHI,1,2,1,48,1,0,0,0
A.J. Green,CIN,1,4,3,45,1,0,0,0
Steve Johnson,SD,1,6,5,45,1,0,0,0
Kenny Britt,STL,1,4,2,44,1,0,0,0
Willie Snead,NO,1,6,4,44,1,0,0,0
Ted Ginn Jr.,CAR,1,9,4,41,1,0,0,0
Kamar Aiken,BAL,1,7,5,89,0,0,0,0
James Jones,GB,1,3,1,29,1,0,0,0
Aaron Dobson,NE,1,8,7,87,0,0,0,0
Pierre Garcon,WAS,1,7,6,23,1,0,0,0
Louis Murphy,TB,1,4,3,82,0,0,0,0
Jaron Brown,ARI,1,3,2,20,1,0,0,0
Golden Tate,DET,1,10,6,80,0,0,0,0
Dorial Green-Beckham,TEN,1,2,1,13,1,0,0,0
Seth Roberts,OAK,1,1,1,12,1,0,0,0
Marques Colston,NO,1,5,4,69,0,0,0,0
Allen Hurns,JAC,1,4,4,68,0,0,0,0
Markus Wheaton,PIT,1,4,2,67,0,0,0,0
Nate Washington,HOU,1,8,3,63,0,0,0,0
Brandin Cooks,NO,1,7,5,62,0,1,-4,0
Percy Harvin,BUF,1,5,4,47,0,1,7,0
DeAndre Hopkins,HOU,1,11,5,53,0,0,0,0
Jeremy Maclin,KC,1,7,4,57,0,2,-5,0
Andre Holmes,OAK,1,4,3,50,0,0,0,0
Tavon Austin,STL,1,3,1,6,0,4,40,0
Jarius Wright,MIN,1,2,1,17,0,1,29,0
John Brown,ARI,1,5,5,45,0,0,0,0
Ryan Grant,WAS,1,6,3,45,0,0,0,0
T.Y. Hilton,IND,1,7,4,45,0,0,0,0
