,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Marques Colston,NO,1,6,4,40,0,0,0,0
T.Y. Hilton,IND,1,9,5,38,0,0,0,0
Andre Johnson,HOU,1,6,2,36,0,0,0,0
Brandon LaFell,CAR,1,5,2,36,0,0,0,0
LaVon Brazill,IND,1,5,3,35,0,0,0,0
Andre Holmes,OAK,1,5,2,32,0,0,0,0
Wes Welker,DEN,1,8,4,31,0,0,0,0
Greg Jennings,MIN,1,3,2,29,0,0,0,0
Davone Bess,CLE,1,8,5,27,0,0,0,0
Victor Cruz,NYG,1,4,2,27,0,0,0,0
Santana Moss,WAS,1,4,3,27,0,0,0,0
Jerrel Jernigan,NYG,1,7,2,24,0,0,0,0
Roddy White,ATL,1,2,2,24,0,0,0,0
Darrius Heyward-Bey,IND,1,6,3,22,0,0,0,0
A.J. Jenkins,KC,1,1,1,22,0,0,0,0
Lance Moore,NO,1,2,2,22,0,0,0,0
Kenny Stills,NO,1,3,2,22,0,0,0,0
Josh Cribbs,NYJ,1,0,0,0,0,5,20,0
Stedman Bailey,STL,1,1,1,19,0,0,0,0
Brian Quick,STL,1,2,2,19,0,0,0,0
Robert Meachem,NO,1,3,1,18,0,0,0,0
Danny Amendola,NE,1,6,3,17,0,0,0,0
Miles Austin,DAL,1,3,1,17,0,0,0,0
Greg Little,CLE,1,7,2,17,0,0,0,0
Cole Beasley,DAL,1,4,2,13,0,0,0,0
Santonio Holmes,NYJ,1,4,1,12,0,0,0,0
Keshawn Martin,HOU,1,2,1,12,0,0,0,0
Ted Ginn Jr.,CAR,1,10,3,11,0,0,0,0
Terrance Williams,DAL,1,2,1,10,0,0,0,0
DeAndre Hopkins,HOU,1,4,1,8,0,0,0,0
Drew Davis,ATL,1,1,1,7,0,0,0,0
Brandon Stokley,BAL,1,1,1,7,0,0,0,0
Eric Decker,DEN,1,4,1,5,0,0,0,0
DeVier Posey,HOU,1,1,1,5,0,0,0,0
Rishard Matthews,MIA,1,7,3,2,0,0,0,0
Marlon Brown,BAL,1,2,1,1,0,0,0,0
Kenny Britt,TEN,1,2,0,0,0,0,0,0
Vincent Brown,SD,1,1,0,0,0,0,0,0
Brice Butler,OAK,1,1,0,0,0,0,0,0
Jerricho Cotchery,PIT,1,1,0,0,0,0,0,0
Tandon Doss,BAL,1,1,0,0,0,0,0,0
Jacoby Ford,OAK,1,1,0,0,0,0,0,0
Chris Givens,STL,1,6,0,0,0,0,0,0
Junior Hemingway,KC,1,0,0,0,0,0,0,0
Stephen Hill,NYJ,1,1,0,0,0,0,0,0
Trindon Holliday,DEN,1,0,0,0,0,0,0,0
David Nelson,NYJ,1,5,0,0,0,0,0,0
David Reed,IND,1,2,0,0,0,0,0,0
Aldrick Robinson,WAS,1,3,0,0,0,0,0,0
Jarius Wright,MIN,1,1,0,0,0,0,0,0
