,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Golden Tate,SEA,1,8,6,65,0,0,0,0
Andre Holmes,OAK,1,7,3,63,0,0,0,0
Santonio Holmes,NYJ,1,5,3,55,0,0,0,0
Greg Jennings,MIN,1,10,5,53,0,0,0,0
Josh Boyce,NE,1,5,3,49,0,0,0,0
Calvin Johnson,DET,1,5,3,49,0,0,0,0
Stedman Bailey,STL,1,4,3,46,0,0,0,0
Victor Cruz,NYG,1,6,5,42,0,0,0,0
Michael Crabtree,SF,1,8,4,40,0,0,0,0
Lance Moore,NO,1,4,3,40,0,0,0,0
Pierre Garcon,WAS,1,12,5,37,0,0,0,0
Doug Baldwin,SEA,1,4,3,36,0,0,0,0
Terrance Williams,DAL,1,3,2,36,0,0,0,0
Jacoby Jones,BAL,1,7,4,37,0,1,-4,0
David Nelson,NYJ,1,4,4,32,0,0,0,0
Vincent Brown,SD,1,4,3,30,0,0,0,0
Santana Moss,WAS,1,6,3,30,0,0,0,0
Rueben Randle,NYG,1,4,2,27,0,0,0,0
Michael Floyd,ARI,1,5,2,26,0,0,0,0
Ace Sanders,JAC,1,6,3,26,0,1,0,0
Mohamed Sanu,CIN,1,4,2,26,0,0,0,0
Nate Washington,TEN,1,6,2,24,0,0,0,0
Jarrett Boykin,GB,1,3,2,23,0,0,0,0
Darrius Heyward-Bey,IND,1,3,2,23,0,0,0,0
Brandon LaFell,CAR,1,4,2,22,0,0,0,0
Kenny Stills,NO,1,2,2,22,0,0,0,0
Chris Givens,STL,1,2,1,21,0,0,0,0
Harry Douglas,ATL,1,7,2,20,0,0,0,0
Robert Woods,BUF,1,5,3,20,0,0,0,0
Miles Austin,DAL,1,4,2,19,0,0,0,0
James Jones,GB,1,5,4,19,0,0,0,0
Austin Pettis,STL,1,3,1,19,0,0,0,0
Mike Wallace,MIA,1,5,2,19,0,0,0,0
Nate Burleson,DET,1,5,2,18,0,0,0,0
Kendall Wright,TEN,1,3,2,17,0,0,0,0
Mike Brown,JAC,1,7,3,16,0,0,0,0
Jermaine Kearse,SEA,1,5,2,15,0,0,0,0
Josh Morgan,WAS,1,3,1,15,0,0,0,0
Greg Little,CLE,1,4,2,14,0,0,0,0
Eddie Royal,SD,1,4,3,13,0,0,0,0
Junior Hemingway,KC,1,2,1,11,0,0,0,0
Robert Meachem,NO,1,3,1,7,0,1,4,0
Torrey Smith,BAL,1,5,1,11,0,0,0,0
Davone Bess,CLE,1,4,1,10,0,0,0,0
DeVier Posey,HOU,1,1,1,9,0,0,0,0
Andre Roberts,ARI,1,2,1,8,0,0,0,0
Donnie Avery,KC,1,2,1,7,0,0,0,0
Andrew Hawkins,CIN,1,2,1,7,0,0,0,0
T.Y. Hilton,IND,1,5,2,7,0,0,0,0
Ted Ginn Jr.,CAR,1,5,2,5,0,0,0,0
Rishard Matthews,MIA,1,2,1,5,0,0,0,0
Myles White,GB,1,1,1,5,0,0,0,0
Austin Collie,NE,1,1,1,4,0,0,0,0
Terrelle Pryor,OAK,1,0,0,0,0,3,4,0
Brandon Stokley,BAL,1,1,1,2,0,0,0,0
Andre Caldwell,DEN,1,1,0,0,0,0,0,0
Kris Durham,DET,1,3,0,0,0,0,0,0
Jacoby Ford,OAK,1,1,0,0,0,0,0,0
T.J. Graham,BUF,1,3,0,0,0,0,0,0
Darius Johnson,ATL,1,1,0,0,0,0,0,0
Mario Manningham,SF,1,4,0,0,0,0,0,0
Louis Murphy,NYG,1,2,0,0,0,0,0,0
Tiquan Underwood,TB,1,5,0,0,0,0,0,0
Markus Wheaton,PIT,1,1,0,0,0,0,0,0
Jarius Wright,MIN,1,1,0,0,0,0,0,0
