,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD
Marshawn Lynch,SEA,1,26,88,1,5,3,40,1
Rashad Jennings,NYG,1,34,176,1,0,0,0,0
Knile Davis,KC,1,32,132,1,1,0,0,0
DeMarco Murray,DAL,1,24,100,1,4,4,31,0
Joe McKnight,KC,1,1,3,0,7,6,64,2
LeGarrette Blount,PIT,1,10,118,1,0,0,0,0
Giovani Bernard,CIN,1,14,47,2,3,1,7,0
Fred Jackson,BUF,1,6,34,0,10,8,78,1
Reggie Bush,DET,1,12,61,1,8,6,38,0
Le'Veon Bell,PIT,1,21,147,0,4,2,10,0
Lorenzo Taliaferro,BAL,1,18,91,1,0,0,0,0
Ahmad Bradshaw,IND,1,9,65,0,3,2,18,1
Lamar Miller,MIA,1,15,108,0,5,4,24,0
Zac Stacy,STL,1,12,67,0,6,5,54,0
Roy Helu,WAS,1,1,1,1,1,1,55,0
Isaiah Crowell,CLE,1,11,55,1,0,0,0,0
Steven Jackson,ATL,1,14,54,1,0,0,0,0
Kyle Juszczyk,BAL,1,0,0,0,4,3,54,1
Pierre Thomas,NO,1,8,30,1,3,3,21,0
Antone Smith,ATL,1,4,50,1,0,0,0,0
Bobby Rainey,TB,1,11,41,0,8,7,64,0
Terrance West,CLE,1,12,36,1,2,2,5,0
Jeremy Hill,CIN,1,7,39,1,0,0,0,0
Chris Ivory,NYJ,1,10,44,0,4,4,52,0
Shonn Greene,TEN,1,10,33,1,0,0,0,0
Donald Brown,SD,1,31,62,0,6,5,27,0
Alfred Blue,HOU,1,13,78,0,1,1,10,0
Trent Richardson,IND,1,14,57,0,4,3,23,0
Cyrus Gray,KC,1,4,18,1,0,0,0,0
Alfred Morris,WAS,1,23,77,0,0,0,0,0
Matt Forte,CHI,1,13,33,0,7,6,43,0
Andre Ellington,ARI,1,18,62,0,4,3,13,0
Matt Asiata,MIN,1,12,35,0,6,3,36,0
Carlos Hyde,SF,1,3,13,1,2,2,-2,0
Bishop Sankey,TEN,1,10,61,0,1,1,9,0
Khiry Robinson,NO,1,18,69,0,0,0,0,0
Justin Forsett,BAL,1,11,63,0,5,4,2,0
Darren McFadden,OAK,1,18,59,0,4,4,6,0
Darrel Young,WAS,1,1,1,0,2,1,4,1
Toby Gerhart,JAC,1,9,32,0,2,2,31,0
C.J. Spiller,BUF,1,10,25,0,3,3,37,0
Stevan Ridley,NE,1,19,54,0,1,1,7,0
Darren Sproles,PHI,1,2,20,0,4,3,30,0
Jonathan Stewart,CAR,1,5,31,0,3,3,19,0
Eddie Lacy,GB,1,11,36,0,1,1,9,0
Montee Ball,DEN,1,14,38,0,3,2,6,0
James Starks,GB,1,8,38,0,1,0,0,0
Shane Vereen,NE,1,7,20,0,6,4,17,0
Jonathan Grimes,HOU,1,1,5,0,1,1,31,0
Daniel Thomas,MIA,1,2,15,0,2,1,21,0
Patrick DiMarco,ATL,1,0,0,0,3,3,35,0
Benny Cunningham,STL,1,9,29,0,2,1,5,0
Chris Johnson,NYJ,1,10,34,0,2,0,0,0
Joique Bell,DET,1,15,33,0,0,0,0,0
Denard Robinson,JAC,1,8,33,0,1,0,0,0
Marcel Reece,OAK,1,1,7,0,7,3,19,0
Will Ta'ufo'ou,JAC,1,0,0,0,1,1,26,0
Mike Tolbert,CAR,1,3,4,0,3,3,20,0
LeSean McCoy,PHI,1,20,22,0,3,1,0,0
Devonta Freeman,ATL,1,11,12,0,1,1,7,0
Bilal Powell,NYJ,1,2,13,0,3,2,6,0
Andre Williams,NYG,1,6,18,0,0,0,0,0
Theo Riddick,DET,1,3,16,0,0,0,0,0
Dexter McCluster,TEN,1,1,0,0,2,2,15,0
Cedric Peerman,CIN,1,5,15,0,0,0,0,0
Derrick Coleman,SEA,1,0,0,0,1,1,14,0
Branden Oliver,SD,1,3,11,0,0,0,0,0
Frank Gore,SF,1,6,10,0,0,0,0,0
Jordan Todman,JAC,1,1,10,0,1,0,0,0
Travaris Cadet,NO,1,2,9,0,0,0,0,0
Ronnie Hillman,DEN,1,2,2,0,3,1,7,0
Joseph Randle,DAL,1,2,9,0,0,0,0,0
Jacquizz Rodgers,ATL,1,5,6,0,1,1,3,0
Jerick McKinnon,MIN,1,2,-1,0,5,2,9,0
Ronnie Brown,HOU,1,3,2,0,1,1,5,0
Jackie Battle,TEN,1,1,5,0,0,0,0,0
Anthony Sherman,KC,1,1,4,0,1,1,1,0
Robert Turbin,SEA,1,2,1,0,1,1,4,0
Brandon Bolden,NE,1,2,4,0,0,0,0,0
Jamize Olawale,OAK,1,0,0,0,1,1,4,0
Frank Summers,BUF,1,1,4,0,0,0,0,0
Jed Collins,DET,1,1,2,0,0,0,0,0
DuJuan Harris,GB,1,3,2,0,0,0,0,0
Austin Johnson,NO,1,1,2,0,0,0,0,0
Stepfan Taylor,ARI,1,1,2,0,0,0,0,0
Dan Herron,IND,1,1,1,0,0,0,0,0
Latavius Murray,OAK,1,3,1,0,0,0,0,0
Danny Woodhead,SD,1,1,1,0,0,0,0,0
Ray Agnew,CLE,1,1,0,0,0,0,0,0
Ka'Deem Carey,CHI,1,1,0,0,0,0,0,0
Lance Dunbar,DAL,1,0,0,0,1,0,0,0
Will Johnson,PIT,1,0,0,0,1,0,0,0
Jalen Parmele,ARI,1,1,0,0,0,0,0,0
Jay Prosch,HOU,1,0,0,0,1,0,0,0
Darrin Reaves,CAR,1,0,0,0,1,0,0,0
Mike James,TB,1,4,4,0,1,1,-5,0
C.J. Anderson,DEN,1,2,-3,0,1,1,1,0
Damien Williams,MIA,1,1,-3,0,0,0,0,0
