,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD
DeAngelo Williams,PIT,1,20,77,3,5,4,15,0
Matt Jones,WAS,1,19,123,2,3,3,23,0
Dion Lewis,NE,1,7,40,1,9,6,98,0
Adrian Peterson,MIN,1,29,134,0,2,2,58,0
Jamaal Charles,KC,1,21,125,1,5,4,2,0
Latavius Murray,OAK,1,15,65,1,3,3,22,0
Giovani Bernard,CIN,1,20,123,0,3,3,16,0
Isaiah Crowell,CLE,1,15,72,1,0,0,0,0
Dexter McCluster,TEN,1,10,98,0,4,4,26,0
Devonta Freeman,ATL,1,12,25,1,8,4,34,0
Mark Ingram,NO,1,16,53,1,3,3,5,0
LeSean McCoy,BUF,1,15,89,0,3,3,27,0
James Starks,GB,1,20,95,0,4,4,11,0
Lorenzo Taliaferro,BAL,1,7,34,1,3,3,12,0
Matt Forte,CHI,1,15,61,0,5,4,44,0
David Johnson,ARI,1,5,42,1,2,1,3,0
Danny Woodhead,SD,1,7,36,0,6,6,68,0
Melvin Gordon,SD,1,16,88,0,1,1,10,0
Doug Martin,TB,1,21,78,0,2,2,20,0
Karlos Williams,BUF,1,6,21,1,3,2,16,0
Shane Vereen,NYG,1,6,19,0,8,8,76,0
Tevin Coleman,ATL,1,9,32,1,1,0,0,0
T.J. Yeldon,JAC,1,25,70,0,4,3,13,0
Jeremy Langford,CHI,1,6,21,1,0,0,0,0
Justin Forsett,BAL,1,15,68,0,4,4,12,0
Damien Williams,MIA,1,2,5,0,4,3,15,1
Fred Jackson,SEA,1,0,0,0,2,2,16,1
Chris Johnson,ARI,1,20,72,0,1,0,0,0
Alfred Morris,WAS,1,18,59,0,2,2,13,0
Knile Davis,KC,1,3,9,1,1,0,0,0
Joseph Randle,DAL,1,18,51,0,1,1,14,0
Marshawn Lynch,SEA,1,15,41,0,6,3,21,0
Frank Gore,IND,1,15,57,0,1,1,4,0
Carlos Hyde,SF,1,13,43,0,4,4,18,0
Austin Johnson,NO,1,1,1,1,1,0,0,0
Zach Line,MIN,1,1,1,1,0,0,0,0
Chris Ivory,NYJ,1,14,57,0,2,2,3,0
Jonathan Stewart,CAR,1,17,62,0,1,1,-3,0
Khiry Robinson,NO,1,5,48,0,1,1,9,0
DeMarco Murray,PHI,1,13,2,0,5,5,53,0
Bilal Powell,NYJ,1,12,38,0,5,4,16,0
Lance Dunbar,DAL,1,1,8,0,5,3,45,0
Darren McFadden,DAL,1,10,31,0,2,2,21,0
Charles Sims,TB,1,8,38,0,3,3,14,0
Jonathan Grimes,HOU,1,2,7,0,7,6,40,0
Chris Polk,HOU,1,14,38,0,8,2,9,0
Theo Riddick,DET,1,1,5,0,6,5,41,0
Duke Johnson,CLE,1,12,43,0,0,0,0,0
Andre Williams,NYG,1,6,43,0,0,0,0,0
Lamar Miller,MIA,1,10,14,0,6,5,28,0
Bishop Sankey,TEN,1,12,42,0,2,0,0,0
Jeremy Hill,CIN,1,10,39,0,1,1,2,0
Josh Robinson,IND,1,5,12,0,5,5,27,0
Mike Tolbert,CAR,1,5,31,0,3,2,4,0
Ronnie Hillman,DEN,1,9,34,0,1,0,0,0
Tre Mason,STL,1,7,26,0,5,2,4,0
C.J. Anderson,DEN,1,12,27,0,1,1,2,0
Benny Cunningham,STL,1,1,0,0,6,4,27,0
C.J. Spiller,NO,1,3,7,0,1,1,19,0
Rashad Jennings,NYG,1,9,12,0,2,2,12,0
Jalston Fowler,TEN,1,1,3,0,1,1,19,0
De'Anthony Thomas,KC,1,0,0,0,4,2,20,0
Patrick DiMarco,ATL,1,0,0,0,1,1,19,0
Darren Sproles,PHI,1,1,-4,0,4,4,23,0
Ameer Abdullah,DET,1,6,9,0,1,1,9,0
Joique Bell,DET,1,4,2,0,2,2,16,0
Mike Davis,SF,1,7,14,0,4,2,4,0
Marcel Reece,OAK,1,0,0,0,2,1,16,0
Taiwan Jones,OAK,1,2,9,0,1,1,6,0
Kyle Juszczyk,BAL,1,0,0,0,1,1,11,0
Jordan Todman,PIT,1,1,11,0,0,0,0,0
Alfred Blue,HOU,1,5,6,0,1,1,4,0
Chris Thompson,WAS,1,0,0,0,1,1,10,0
Terrance West,TEN,1,3,10,0,0,0,0,0
Eddie Lacy,GB,1,3,9,0,0,0,0,0
Denard Robinson,JAC,1,1,9,0,0,0,0,0
Terron Ward,ATL,1,0,0,0,1,1,9,0
Matt Asiata,MIN,1,2,8,0,0,0,0,0
Rex Burkhead,CIN,1,0,0,0,2,1,8,0
Bobby Rainey,TB,1,0,0,0,1,1,8,0
Jacquizz Rodgers,CHI,1,2,8,0,0,0,0,0
Javorius Allen,BAL,1,1,5,0,1,1,2,0
Bruce Miller,SF,1,0,0,0,2,1,7,0
Jerick McKinnon,MIN,1,3,6,0,0,0,0,0
LeGarrette Blount,NE,1,2,4,0,0,0,0,0
Bernard Pierce,JAC,1,3,4,0,0,0,0,0
Jay Prosch,HOU,1,1,4,0,0,0,0,0
Brandon Bolden,NE,1,1,1,0,1,1,2,0
Jarryd Hayne,SF,1,2,3,0,0,0,0,0
Fozzy Whittaker,CAR,1,1,3,0,0,0,0,0
Kerwynn Williams,ARI,1,1,3,0,0,0,0,0
Michael Burton,DET,1,1,2,0,0,0,0,0
Travaris Cadet,NE,1,0,0,0,1,1,2,0
Branden Oliver,SD,1,1,2,0,0,0,0,0
Corey Grant,JAC,1,1,1,0,0,0,0,0
Derrick Coleman,SEA,1,0,0,0,1,1,0,0
Ryan Mathews,PHI,1,1,0,0,0,0,0,0
