,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD
David Johnson,ARI,1,29,187,3,4,4,42,0
Danny Woodhead,SD,1,8,10,1,6,6,50,3
Rashad Jennings,NYG,1,16,107,1,3,1,0,0
Matt Forte,CHI,1,8,47,0,7,6,57,1
Joique Bell,DET,1,8,71,1,3,2,30,0
Devonta Freeman,ATL,1,25,56,1,10,7,45,0
Jeremy Hill,CIN,1,19,31,2,1,0,0,0
Ameer Abdullah,DET,1,9,77,1,2,2,12,0
Jerick McKinnon,MIN,1,7,10,0,4,4,76,1
Charcandrick West,KC,1,16,76,1,2,2,9,0
Mike Gillislee,BUF,1,4,81,1,2,2,2,0
Todd Gurley,STL,1,21,48,1,2,2,31,0
Bilal Powell,NYJ,1,6,25,1,7,7,54,0
James White,NE,1,1,6,0,8,7,71,1
Shane Vereen,NYG,1,4,29,0,10,8,43,1
DeAngelo Williams,PIT,1,14,26,1,6,5,30,0
Darren McFadden,DAL,1,16,100,0,3,2,13,0
Alfred Blue,HOU,1,20,107,0,0,0,0,0
Donald Brown,SD,1,12,90,0,3,2,14,0
Jay Ajayi,MIA,1,6,27,1,3,1,15,0
Doug Martin,TB,1,18,91,0,2,1,6,0
Cameron Artis-Payne,CAR,1,14,59,0,2,2,34,0
Kyle Juszczyk,BAL,1,0,0,0,6,5,26,1
Tim Hightower,NO,1,13,54,0,4,3,31,0
Duke Johnson,CLE,1,4,46,0,5,5,39,0
Christine Michael,SEA,1,16,84,0,0,0,0,0
Alfred Morris,WAS,1,14,84,0,0,0,0,0
Latavius Murray,OAK,1,21,78,0,2,1,2,0
Denard Robinson,JAC,1,14,28,0,10,8,46,0
Bruce Miller,SF,1,2,3,1,1,1,10,0
John Kuhn,GB,1,3,12,1,1,0,0,0
Charles Sims,TB,1,7,50,0,3,3,22,0
Antonio Andrews,TEN,1,14,45,0,6,5,25,0
Michael Burton,DET,1,0,0,0,2,2,10,1
Zach Line,MIN,1,1,3,0,2,1,4,1
Adrian Peterson,MIN,1,18,63,0,0,0,0,0
Ryan Mathews,PHI,1,11,58,0,2,1,3,0
Frank Gore,IND,1,16,44,0,2,1,15,0
Jeremy Langford,CHI,1,11,46,0,3,1,11,0
James Starks,GB,1,9,51,0,1,1,5,0
Brandon Bolden,NE,1,10,36,0,3,2,18,0
Kendall Gaskins,SF,1,2,0,0,7,6,52,0
Giovani Bernard,CIN,1,14,33,0,4,4,18,0
Joey Iosefa,NE,1,14,51,0,0,0,0,0
Ronnie Hillman,DEN,1,14,48,0,0,0,0,0
Melvin Gordon,SD,1,15,41,0,1,1,6,0
Terrance West,BAL,1,7,35,0,2,2,11,0
Kerwynn Williams,ARI,1,6,34,0,1,1,12,0
Bryce Brown,SEA,1,9,43,0,1,0,0,0
Shaun Draughn,SF,1,9,38,0,2,1,4,0
Chris Ivory,NYJ,1,13,37,0,2,1,5,0
Karlos Williams,BUF,1,4,41,0,1,0,0,0
LeSean McCoy,BUF,1,10,29,0,1,1,8,0
Marcel Reece,OAK,1,0,0,0,3,3,37,0
Travaris Cadet,SF,1,2,4,0,6,4,32,0
Matt Jones,WAS,1,10,28,0,3,1,8,0
Matt Asiata,MIN,1,5,28,0,2,1,6,0
Akeem Hunt,HOU,1,5,26,0,2,2,8,0
Isaiah Crowell,CLE,1,9,23,0,3,3,7,0
Theo Riddick,DET,1,2,3,0,2,2,27,0
Darren Sproles,PHI,1,6,9,0,4,3,16,0
Lamar Miller,MIA,1,9,12,0,2,2,12,0
Tevin Coleman,ATL,1,4,23,0,0,0,0,0
Eddie Lacy,GB,1,11,23,0,0,0,0,0
Bishop Sankey,TEN,1,0,0,0,3,3,23,0
Andre Williams,NYG,1,6,21,0,0,0,0,0
C.J. Anderson,DEN,1,4,14,0,3,1,6,0
Javorius Allen,BAL,1,4,18,0,1,0,0,0
Ka'Deem Carey,CHI,1,0,0,0,2,2,18,0
C.J. Spiller,NO,1,2,2,0,5,2,16,0
Fred Jackson,SEA,1,0,0,0,3,2,17,0
Fozzy Whittaker,CAR,1,2,2,0,2,2,14,0
Knile Davis,KC,1,5,14,0,0,0,0,0
Tre Mason,STL,1,3,13,0,0,0,0,0
Damien Williams,MIA,1,1,1,0,2,2,11,0
Stepfan Taylor,ARI,1,2,11,0,0,0,0,0
Derrick Coleman,SEA,1,5,10,0,0,0,0,0
Mike Tolbert,CAR,1,5,10,0,0,0,0,0
David Cobb,TEN,1,4,9,0,0,0,0,0
Anthony Dixon,BUF,1,1,5,0,1,1,4,0
Benny Cunningham,STL,1,2,8,0,0,0,0,0
Jalston Fowler,TEN,1,1,0,0,1,1,8,0
Terrence Magee,BAL,1,2,5,0,1,1,2,0
Dan Herron,IND,1,0,0,0,1,1,6,0
Austin Johnson,NO,1,0,0,0,1,1,6,0
Chris Polk,HOU,1,4,6,0,0,0,0,0
Darrel Young,WAS,1,0,0,0,1,1,6,0
Zurlon Tipton,IND,1,1,4,0,0,0,0,0
DeMarco Murray,PHI,1,2,3,0,0,0,0,0
Kendall Hunter,NO,1,1,2,0,0,0,0,0
Jay Prosch,HOU,1,1,2,0,0,0,0,0
Jonathan Grimes,HOU,1,1,1,0,0,0,0,0
Stevan Ridley,NYJ,1,2,-2,0,2,1,3,0
Robert Turbin,DAL,1,3,1,0,0,0,0,0
Marcus Thigpen,BUF,1,1,-1,0,0,0,0,0
