,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD
Jamaal Charles,KC,1,18,92,1,3,3,16,2
Matt Asiata,MIN,1,20,78,3,4,3,22,0
DeMarco Murray,DAL,1,24,149,2,1,1,6,0
Frank Gore,SF,1,24,119,0,2,1,55,1
Lamar Miller,MIA,1,12,64,2,2,2,3,0
Matt Forte,CHI,1,23,122,0,6,5,49,0
Trent Richardson,IND,1,20,47,1,5,4,52,0
Justin Forsett,BAL,1,14,66,1,4,3,31,0
Jerick McKinnon,MIN,1,18,135,0,3,1,17,0
Alfred Morris,WAS,1,12,63,1,3,3,27,0
Andre Williams,NYG,1,15,66,1,1,0,0,0
Antone Smith,ATL,1,4,62,1,0,0,0,0
Chris Johnson,NYJ,1,6,44,1,2,2,17,0
Knile Davis,KC,1,16,107,0,2,1,12,0
Eddie Lacy,GB,1,17,48,1,2,1,11,0
Lorenzo Taliaferro,BAL,1,15,58,1,0,0,0,0
Bishop Sankey,TEN,1,6,34,1,2,2,23,0
Doug Martin,TB,1,14,40,1,2,2,16,0
Ahmad Bradshaw,IND,1,9,32,0,2,2,20,1
Le'Veon Bell,PIT,1,19,63,0,7,6,46,0
Khiry Robinson,NO,1,8,87,0,3,2,18,0
Toby Gerhart,JAC,1,10,32,1,1,1,8,0
Chris Ivory,NYJ,1,17,84,0,6,2,16,0
Roy Helu,WAS,1,2,8,0,5,5,78,0
Fred Jackson,BUF,1,7,33,0,7,6,52,0
C.J. Spiller,BUF,1,15,60,0,3,3,24,0
Ka'Deem Carey,CHI,1,14,72,0,0,0,0,0
Darren McFadden,OAK,1,11,40,0,5,4,32,0
Shane Vereen,NE,1,8,26,0,5,5,41,0
Reggie Bush,DET,1,12,46,0,6,4,19,0
Steven Jackson,ATL,1,13,49,0,2,2,13,0
Patrick DiMarco,ATL,1,0,0,0,1,1,1,1
Arian Foster,HOU,1,8,6,0,10,7,55,0
Travaris Cadet,NO,1,1,1,0,6,6,59,0
Daniel Thomas,MIA,1,5,35,0,2,1,25,0
Branden Oliver,SD,1,9,23,0,4,4,33,0
Donald Brown,SD,1,10,19,0,6,4,35,0
Rashad Jennings,NYG,1,13,55,0,2,1,-3,0
Joique Bell,DET,1,8,32,0,4,2,7,0
Darrin Reaves,CAR,1,12,26,0,5,3,11,0
Jacquizz Rodgers,ATL,1,1,2,0,4,4,35,0
Lance Dunbar,DAL,1,0,0,0,3,2,36,0
James White,NE,1,3,21,0,3,3,15,0
DeAngelo Williams,CAR,1,11,34,0,0,0,0,0
Denard Robinson,JAC,1,9,25,0,3,3,7,0
Peyton Hillis,NYG,1,8,31,0,0,0,0,0
Stevan Ridley,NE,1,5,28,0,1,0,0,0
Carlos Hyde,SF,1,10,26,0,1,0,0,0
LeGarrette Blount,PIT,1,4,25,0,0,0,0,0
Alfred Blue,HOU,1,9,9,0,3,2,16,0
Dan Herron,IND,1,7,24,0,0,0,0,0
Jay Prosch,HOU,1,0,0,0,2,1,24,0
Jordan Todman,JAC,1,1,4,0,2,2,20,0
Pierre Thomas,NO,1,2,8,0,2,2,15,0
Damien Williams,MIA,1,6,23,0,0,0,0,0
Joseph Randle,DAL,1,4,22,0,0,0,0,0
Devonta Freeman,ATL,1,2,8,0,2,2,12,0
Bobby Rainey,TB,1,4,2,0,2,1,16,0
LeSean McCoy,PHI,1,10,17,0,0,0,0,0
Shonn Greene,TEN,1,3,10,0,0,0,0,0
Darrel Young,WAS,1,1,1,0,1,1,9,0
Kyle Juszczyk,BAL,1,0,0,0,2,2,8,0
Darren Sproles,PHI,1,1,4,0,4,2,2,0
Marcel Reece,OAK,1,0,0,0,2,1,5,0
Will Ta'ufo'ou,JAC,1,0,0,0,1,1,4,0
Maurice Jones-Drew,OAK,1,2,1,0,2,2,2,0
Frank Summers,BUF,1,0,0,0,1,1,3,0
Orleans Darkwa,MIA,1,4,2,0,0,0,0,0
Austin Johnson,NO,1,1,2,0,0,0,0,0
Jorvorskie Lane,TB,1,1,2,0,0,0,0,0
Theo Riddick,DET,1,1,2,0,0,0,0,0
Dri Archer,PIT,1,0,0,0,1,1,1,0
Henry Hynoski,NYG,1,1,1,0,0,0,0,0
Dexter McCluster,TEN,1,2,1,0,1,0,0,0
Will Johnson,PIT,1,1,0,0,1,0,0,0
Jamize Olawale,OAK,1,1,0,0,0,0,0,0
Tauren Poole,CAR,1,1,0,0,0,0,0,0
