,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Player,Team,G,Target,Rec,Yard,TD,Att,Yard,TD
Dez Bryant,DAL,1,8,6,158,2,0,0,0
Jordy Nelson,GB,1,6,6,152,2,0,0,0
Jordan Matthews,PHI,1,9,7,138,2,0,0,0
Martavis Bryant,PIT,1,7,4,143,1,0,0,0
Emmanuel Sanders,DEN,1,8,5,67,2,1,5,0
Kelvin Benjamin,CAR,1,7,3,70,2,0,0,0
Mike Evans,TB,1,9,7,125,1,0,0,0
Calvin Johnson,DET,1,15,7,113,1,0,0,0
Brandon Marshall,CHI,1,10,8,112,1,0,0,0
Anquan Boldin,SF,1,15,6,95,1,0,0,0
Brandin Cooks,NO,1,8,5,90,1,0,0,0
Preston Parker,NYG,1,7,7,79,1,0,0,0
Torrey Smith,BAL,1,8,5,75,1,0,0,0
John Brown,ARI,1,9,5,73,1,0,0,0
Randall Cobb,GB,1,6,4,72,1,0,0,0
Roddy White,ATL,1,6,6,72,1,0,0,0
T.J. Graham,NYJ,1,1,1,67,1,0,0,0
Odell Beckham Jr.,NYG,1,9,7,108,0,1,11,0
Julio Jones,ATL,1,11,8,119,0,0,0,0
Cecil Shorts,JAC,1,7,5,119,0,0,0,0
Chris Hogan,BUF,1,7,5,57,1,0,0,0
Larry Fitzgerald,ARI,1,10,9,112,0,0,0,0
Mike Wallace,MIA,1,8,5,51,1,0,0,0
Golden Tate,DET,1,13,11,109,0,0,0,0
Demaryius Thomas,DEN,1,14,11,108,0,0,0,0
Dwayne Bowe,KC,1,12,8,93,0,0,0,0
Vincent Jackson,TB,1,11,8,75,0,0,0,0
Antonio Brown,PIT,1,9,8,74,0,0,0,0
Brice Butler,OAK,1,4,2,12,1,0,0,0
Alshon Jeffery,CHI,1,12,6,63,0,1,8,0
Jermaine Kearse,SEA,1,4,3,70,0,0,0,0
Michael Crabtree,SF,1,8,3,62,0,0,0,0
Allen Robinson,JAC,1,10,5,60,0,0,0,0
Percy Harvin,NYJ,1,5,3,23,0,6,33,0
Kendall Wright,TEN,1,7,4,53,0,1,1,0
Robert Woods,BUF,1,8,6,52,0,0,0,0
Miles Austin,CLE,1,6,5,48,0,0,0,0
Travis Benjamin,CLE,1,5,3,46,0,0,0,0
Jarvis Landry,MIA,1,10,7,53,0,1,-8,0
Steve Johnson,SF,1,3,3,43,0,0,0,0
Markus Wheaton,PIT,1,7,4,41,0,0,0,0
