,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD
Todd Gurley,STL,1,20,133,1,3,3,13,0
Charcandrick West,KC,1,20,97,1,6,4,25,0
Ronnie Hillman,DEN,1,19,60,2,2,1,-5,0
Dion Lewis,NE,1,5,19,0,9,6,93,1
C.J. Anderson,DEN,1,14,101,1,1,1,5,0
Jonathan Stewart,CAR,1,24,82,1,2,1,1,0
Devonta Freeman,ATL,1,21,88,0,8,6,43,0
Taiwan Jones,OAK,1,2,5,0,1,1,59,1
Shane Vereen,NYG,1,2,3,0,9,8,60,1
Mark Ingram,NO,1,16,80,0,5,4,39,0
Latavius Murray,OAK,1,20,113,0,2,1,6,0
Darren McFadden,DAL,1,20,64,0,8,6,49,0
DeAngelo Williams,PIT,1,9,71,0,4,4,39,0
Chris Johnson,ARI,1,30,109,0,1,0,0,0
Adrian Peterson,MIN,1,20,103,0,2,2,6,0
Eddie Lacy,GB,1,11,38,1,2,1,9,0
C.J. Spiller,NO,1,4,21,0,4,2,15,1
Lamar Miller,MIA,1,9,15,1,5,5,19,0
Frank Gore,IND,1,22,70,0,3,3,22,0
De'Anthony Thomas,KC,1,1,10,1,3,3,22,0
Rashad Jennings,NYG,1,10,54,0,3,2,31,0
Antonio Andrews,TEN,1,16,64,0,3,3,18,0
Marshawn Lynch,SEA,1,21,71,0,2,2,11,0
Doug Martin,TB,1,23,71,0,1,1,7,0
LeGarrette Blount,NE,1,17,72,0,1,1,2,0
Justin Forsett,BAL,1,17,69,0,1,1,5,0
Alfred Blue,HOU,1,14,39,0,5,5,33,0
Spencer Ware,KC,1,2,12,1,0,0,0,0
Duke Johnson,CLE,1,1,3,0,2,2,68,0
Matt Forte,CHI,1,10,41,0,4,4,28,0
Jeremy Hill,CIN,1,15,60,0,1,1,8,0
Melvin Gordon,SD,1,18,54,0,6,5,7,0
Le'Veon Bell,PIT,1,10,45,0,2,2,13,0
Joique Bell,DET,1,7,56,0,1,0,0,0
Tre Mason,STL,1,15,46,0,1,1,6,0
Jonas Gray,MIA,1,2,1,0,5,4,50,0
David Johnson,ARI,1,1,4,0,2,2,44,0
Theo Riddick,DET,1,5,17,0,7,6,30,0
Jeremy Langford,CHI,1,12,46,0,1,0,0,0
Charles Sims,TB,1,6,22,0,4,3,24,0
Danny Woodhead,SD,1,3,9,0,3,2,36,0
Chris Ivory,NYJ,1,15,17,0,5,3,24,0
Mike Tolbert,CAR,1,0,0,0,1,1,40,0
Kyle Juszczyk,BAL,1,0,0,0,2,1,39,0
Dexter McCluster,TEN,1,3,15,0,6,4,23,0
Giovani Bernard,CIN,1,1,12,0,3,2,22,0
Branden Oliver,SD,1,4,18,0,2,2,16,0
Javorius Allen,BAL,1,4,1,0,4,3,30,0
Ahmad Bradshaw,IND,1,7,31,0,1,0,0,0
Isaiah Crowell,CLE,1,10,14,0,2,1,12,0
Marcel Reece,OAK,1,0,0,0,3,3,26,0
Orleans Darkwa,NYG,1,4,23,0,0,0,0,0
Kendall Gaskins,SF,1,5,6,0,3,2,17,0
Chris Polk,HOU,1,8,18,0,2,1,4,0
Tevin Coleman,ATL,1,3,11,0,1,1,10,0
Christine Michael,DAL,1,5,20,0,2,0,0,0
Mike Davis,SF,1,10,4,0,3,2,14,0
Jerick McKinnon,MIN,1,2,18,0,0,0,0,0
Zac Stacy,NYJ,1,3,11,0,1,1,7,0
James Starks,GB,1,5,9,0,2,2,9,0
Khiry Robinson,NO,1,4,4,0,2,2,13,0
Jonathan Grimes,HOU,1,0,0,0,3,2,12,0
Matt Asiata,MIN,1,1,5,0,3,3,6,0
Thomas Rawls,SEA,1,4,10,0,0,0,0,0
Knile Davis,KC,1,4,9,0,0,0,0,0
Fred Jackson,SEA,1,0,0,0,1,1,9,0
Patrick DiMarco,ATL,1,0,0,0,1,1,8,0
Terron Ward,ATL,1,0,0,0,1,1,8,0
Andre Williams,NYG,1,5,7,0,0,0,0,0
Ameer Abdullah,DET,1,1,3,0,2,0,0,0
Robert Turbin,CLE,1,3,3,0,0,0,0,0
James White,NE,1,3,3,0,0,0,0,0
Fozzy Whittaker,CAR,1,1,3,0,1,0,0,0
Alonzo Harris,GB,1,2,2,0,0,0,0,0
Reggie Bush,SF,1,0,0,0,1,0,0,0
Andre Ellington,ARI,1,3,0,0,1,0,0,0
Roy Helu,OAK,1,0,0,0,1,0,0,0
Will Johnson,PIT,1,0,0,0,1,0,0,0
Bruce Miller,SF,1,0,0,0,1,0,0,0
Bishop Sankey,TEN,1,0,0,0,0,0,0,0
Rod Smith,DAL,1,0,0,0,1,0,0,0
Juwan Thompson,DEN,1,1,-1,0,0,0,0,0
