,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Robert Woods,BUF,1,2,1,18,1,0,0,0
Brandon Gibson,MIA,1,10,7,77,0,0,0,0
Antonio Brown,PIT,1,7,5,71,0,1,4,0
Vincent Brown,SD,1,4,2,13,1,0,0,0
Miles Austin,DAL,1,12,10,72,0,0,0,0
Donnie Avery,KC,1,5,2,11,1,0,0,0
DeAndre Hopkins,HOU,1,6,5,66,0,0,0,0
Pierre Garcon,WAS,1,11,7,64,0,0,0,0
Junior Hemingway,KC,1,1,1,3,1,0,0,0
Emmanuel Sanders,PIT,1,12,7,57,0,0,0,0
Santana Moss,WAS,1,9,5,54,0,0,0,0
Josh Morgan,WAS,1,5,4,51,0,0,0,0
Golden Tate,SEA,1,7,4,51,0,0,0,0
Davone Bess,CLE,1,10,5,47,0,0,0,0
Malcom Floyd,SD,1,5,1,47,0,0,0,0
Nate Washington,TEN,1,7,4,46,0,0,0,0
Travis Benjamin,CLE,1,8,3,44,0,0,0,0
Jeremy Kerley,NYJ,1,4,3,45,0,1,-1,0
Alshon Jeffery,CHI,1,8,5,42,0,0,0,0
Kenbrell Thompkins,NE,1,14,4,42,0,0,0,0
Tavon Austin,STL,1,7,6,41,0,1,-1,0
Cecil Shorts,JAC,1,11,3,40,0,0,0,0
Stephen Hill,NYJ,1,9,6,39,0,0,0,0
Calvin Johnson,DET,1,9,4,37,0,0,0,0
Kyle Williams,SF,1,6,3,36,0,0,0,0
Sidney Rice,SEA,1,3,2,35,0,0,0,0
Brandon Stokley,BAL,1,10,4,34,0,0,0,0
Darrius Heyward-Bey,IND,1,4,3,33,0,0,0,0
Greg Jennings,MIN,1,7,3,33,0,0,0,0
Eric Decker,DEN,1,7,2,32,0,0,0,0
Terrance Williams,DAL,1,4,2,32,0,0,0,0
Dwayne Bowe,KC,1,6,4,30,0,0,0,0
Patrick Edwards,DET,1,3,3,30,0,0,0,0
Chris Givens,STL,1,3,2,27,0,0,0,0
Greg Little,CLE,1,10,4,26,0,0,0,0
Jacoby Jones,BAL,1,4,3,24,0,0,0,0
Lance Moore,NO,1,4,2,23,0,0,0,0
Dez Bryant,DAL,1,8,4,22,0,0,0,0
Marvin Jones,CIN,1,2,1,7,0,1,14,0
T.Y. Hilton,IND,1,5,3,20,0,0,0,0
Mohamed Sanu,CIN,1,5,4,19,0,0,0,0
Roddy White,ATL,1,2,2,19,0,0,0,0
Clyde Gates,NYJ,1,4,1,17,0,0,0,0
Austin Pettis,STL,1,6,3,16,0,0,0,0
Brian Quick,STL,1,2,1,16,0,0,0,0
Kenny Britt,TEN,1,2,1,15,0,0,0,0
Mike Wallace,MIA,1,5,1,15,0,0,0,0
Riley Cooper,PHI,1,6,2,14,0,0,0,0
Ace Sanders,JAC,1,9,3,14,0,0,0,0
Jason Avant,PHI,1,3,2,13,0,0,0,0
Santonio Holmes,NYJ,1,3,1,13,0,0,0,0
Damian Williams,TEN,1,2,1,13,0,0,0,0
Dwayne Harris,DAL,1,3,2,12,0,0,0,0
Kris Durham,DET,1,2,1,11,0,0,0,0
Kendall Wright,TEN,1,4,2,11,0,0,0,0
Ted Ginn Jr.,CAR,1,1,1,10,0,0,0,0
Cordarrelle Patterson,MIN,1,1,1,10,0,0,0,0
Brice Butler,OAK,1,1,1,8,0,0,0,0
Earl Bennett,CHI,1,1,1,6,0,0,0,0
T.J. Graham,BUF,1,1,0,0,0,1,5,0
Jacoby Ford,OAK,1,2,1,2,0,0,0,0
Josh Boyce,NE,1,2,0,0,0,0,0,0
Marquise Goodwin,BUF,1,1,1,0,0,0,0,0
James Jones,GB,1,2,0,0,0,0,0,0
Marlon Moore,SF,1,1,0,0,0,0,0,0
Kevin Ogletree,TB,1,2,0,0,0,0,0,0
Aldrick Robinson,WAS,1,2,0,0,0,0,0,0
Stephen Williams,SEA,1,1,0,0,0,0,0,0
Jarius Wright,MIN,1,2,0,0,0,0,0,0
