,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Jarius Wright,MIN,1,2,2,10,0,0,0,0
Jonathan Baldwin,SF,1,2,1,9,0,0,0,0
Marlon Moore,SF,1,1,0,0,0,1,9,0
Ace Sanders,JAC,1,3,1,9,0,0,0,0
Robert Woods,BUF,1,6,2,9,0,0,0,0
Junior Hemingway,KC,1,1,1,8,0,0,0,0
Justin Hunter,TEN,1,1,1,8,0,0,0,0
Damaris Johnson,PHI,1,1,1,8,0,0,0,0
Kenny Britt,TEN,1,1,1,7,0,0,0,0
Andre Caldwell,DEN,1,0,0,0,0,1,7,0
Nick Toon,NO,1,4,1,7,0,0,0,0
Donnie Avery,KC,1,4,2,6,0,0,0,0
Josh Morgan,WAS,1,1,1,6,0,0,0,0
Brandon Tate,CIN,1,1,1,6,0,0,0,0
Brice Butler,OAK,1,1,1,5,0,0,0,0
Jeff Maehl,PHI,1,1,1,5,0,0,0,0
Andre Roberts,ARI,1,4,1,5,0,0,0,0
Eddie Royal,SD,1,0,0,0,0,1,4,0
Tavon Austin,STL,1,1,1,3,0,0,0,0
Cordarrelle Patterson,MIN,1,2,2,3,0,0,0,0
DeVier Posey,HOU,1,1,1,3,0,0,0,0
Danny Amendola,NE,1,4,2,0,0,1,1,0
Miles Austin,DAL,1,4,0,0,0,0,0,0
Earl Bennett,CHI,1,2,0,0,0,0,0,0
Ryan Broyles,DET,1,2,0,0,0,0,0,0
Patrick Edwards,DET,1,3,0,0,0,0,0,0
Andre Holmes,OAK,1,1,0,0,0,0,0,0
A.J. Jenkins,KC,1,1,0,0,0,0,0,0
Robert Meachem,NO,1,1,0,0,0,0,0,0
Cecil Shorts,JAC,1,1,0,0,0,0,0,0
Tiquan Underwood,TB,1,4,0,0,0,0,0,0
