,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD
LeSean McCoy,PHI,1,29,217,2,1,1,4,0
Jamaal Charles,KC,1,19,151,1,3,2,8,1
Matt Forte,CHI,1,20,102,0,9,7,73,1
Shane Vereen,NE,1,3,9,1,17,12,153,0
Marcel Reece,OAK,1,19,123,1,5,2,38,0
Ryan Mathews,SD,1,29,103,1,4,3,32,0
Joique Bell,DET,1,23,69,1,7,4,58,0
Bobby Rainey,TB,1,22,127,1,4,3,-4,0
Knowshon Moreno,DEN,1,14,78,1,7,6,31,0
Daniel Thomas,MIA,1,16,105,1,1,1,4,0
BenJarvus Green-Ellis,CIN,1,17,48,2,1,0,0,0
Shonn Greene,TEN,1,9,46,2,0,0,0,0
DeMarco Murray,DAL,1,18,146,0,5,2,9,0
Danny Woodhead,SD,1,7,42,0,5,4,52,1
Eddie Lacy,GB,1,20,65,1,5,3,25,0
Toby Gerhart,MIN,1,15,89,1,1,0,0,0
Giovani Bernard,CIN,1,12,99,0,4,4,49,0
Montee Ball,DEN,1,15,77,1,4,3,10,0
Chris Ivory,NYJ,1,18,76,1,0,0,0,0
Marshawn Lynch,SEA,1,20,72,1,0,0,0,0
Andre Ellington,ARI,1,11,46,1,2,2,17,0
Maurice Jones-Drew,JAC,1,14,103,0,3,2,20,0
Michael Bush,CHI,1,8,38,0,1,1,17,1
Chris Johnson,TEN,1,12,46,1,3,2,9,0
Joseph Randle,DAL,1,9,53,1,0,0,0,0
Frank Gore,SF,1,17,110,0,1,0,0,0
Chris Polk,PHI,1,4,50,1,0,0,0,0
Ray Rice,BAL,1,17,67,0,5,5,42,0
Knile Davis,KC,1,11,30,1,2,1,17,0
Rashard Mendenhall,ARI,1,17,41,1,0,0,0,0
Andre Brown,NYG,1,16,81,0,4,3,15,0
Jordan Todman,JAC,1,7,14,0,2,1,21,1
Le'Veon Bell,PIT,1,15,61,0,9,5,28,0
Trent Richardson,IND,1,6,20,0,6,5,68,0
Zac Stacy,STL,1,14,25,1,4,3,-3,0
Steven Jackson,ATL,1,15,71,0,3,1,9,0
LeGarrette Blount,NE,1,8,42,0,2,1,32,0
Peyton Hillis,NYG,1,4,11,1,0,0,0,0
DeAngelo Williams,CAR,1,13,52,0,2,1,11,0
Darren Sproles,NO,1,1,38,0,3,3,23,0
Ben Tate,HOU,1,14,53,0,4,2,3,0
C.J. Spiller,BUF,1,11,22,0,1,1,26,0
Jacquizz Rodgers,ATL,1,7,14,0,4,3,33,0
Fred Jackson,BUF,1,5,12,0,7,4,26,0
Bilal Powell,NYJ,1,8,14,0,1,1,24,0
Stevan Ridley,NE,1,8,35,0,1,1,2,0
Willis McGahee,CLE,1,14,33,0,1,1,0,0
Lamar Miller,MIA,1,6,20,0,4,2,13,0
Chris Ogbonnaya,CLE,1,4,8,0,3,3,25,0
Jonathan Stewart,CAR,1,1,16,0,1,1,16,0
Alfred Morris,WAS,1,12,31,0,0,0,0,0
Donald Brown,IND,1,4,11,0,6,4,18,0
Mike Tolbert,CAR,1,3,12,0,2,2,17,0
Pierre Thomas,NO,1,7,14,0,4,4,14,0
Bruce Miller,SF,1,3,6,0,5,3,21,0
Brian Leonard,TB,1,7,26,0,0,0,0,0
Benny Cunningham,STL,1,2,9,0,2,2,16,0
Stepfan Taylor,ARI,1,2,9,0,3,3,16,0
Fozzy Whittaker,CLE,1,4,6,0,7,3,18,0
Dexter McCluster,KC,1,0,0,0,5,4,22,0
Bryce Brown,PHI,1,6,19,0,0,0,0,0
James Starks,GB,1,7,19,0,0,0,0,0
Adrian Peterson,MIN,1,7,13,0,2,1,4,0
Bernard Pierce,BAL,1,7,12,0,2,1,5,0
Kendall Hunter,SF,1,4,16,0,0,0,0,0
Dennis Johnson,HOU,1,3,10,0,1,1,4,0
Ronnie Brown,SD,1,0,0,0,1,1,13,0
Theo Riddick,DET,1,4,12,0,0,0,0,0
Robert Turbin,SEA,1,2,12,0,1,0,0,0
Will Johnson,PIT,1,0,0,0,1,1,9,0
Jonathan Dwyer,PIT,1,3,8,0,0,0,0,0
Cyrus Gray,KC,1,3,8,0,1,0,0,0
Roy Helu,WAS,1,1,5,0,4,1,2,0
Felix Jones,PIT,1,2,7,0,0,0,0,0
Tommy Bohanon,NYJ,1,0,0,0,2,1,6,0
Taiwan Jones,OAK,1,2,3,0,1,1,3,0
Khiry Robinson,NO,1,1,6,0,0,0,0,0
Jed Collins,NO,1,1,0,0,1,1,4,0
Mark Ingram,NO,1,3,4,0,0,0,0,0
Evan Royster,WAS,1,0,0,0,1,1,3,0
Le'Ron McClain,SD,1,1,1,0,0,0,0,0
Jerome Felton,MIN,1,0,0,0,1,0,0,0
Greg Jones,HOU,1,0,0,0,1,0,0,0
John Kuhn,GB,1,0,0,0,1,0,0,0
Vonta Leach,BAL,1,1,0,0,2,1,0,0
Erik Lorig,TB,1,0,0,0,1,0,0,0
Chris Rainey,IND,1,0,0,0,1,0,0,0
Jason Snelling,ATL,1,1,-2,0,1,1,2,0
Denard Robinson,JAC,1,2,-1,0,0,0,0,0
