,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Player,Team,G,Target,Rec,Yard,TD,Att,Yard,TD
Demaryius Thomas,DEN,1,10,7,108,3,0,0,0
Tavon Austin,STL,1,3,2,138,2,1,4,0
Brandon Marshall,CHI,1,12,7,139,2,0,0,0
Rishard Matthews,MIA,1,14,11,120,2,0,0,0
Riley Cooper,PHI,1,5,3,102,2,0,0,0
A.J. Green,CIN,1,15,8,151,1,0,0,0
Calvin Johnson,DET,1,17,6,83,2,0,0,0
Pierre Garcon,WAS,1,10,7,119,1,0,0,0
Marques Colston,NO,1,8,7,107,1,0,0,0
Golden Tate,SEA,1,7,6,106,1,0,0,0
Andre Johnson,HOU,1,12,5,37,2,0,0,0
DeSean Jackson,PHI,1,5,4,80,1,0,0,0
Jermaine Kearse,SEA,1,4,3,75,1,0,0,0
Kenny Stills,NO,1,4,3,75,1,0,0,0
Andre Roberts,ARI,1,8,5,72,1,0,0,0
T.Y. Hilton,IND,1,8,7,130,0,0,0,0
Alshon Jeffery,CHI,1,18,9,114,0,2,5,0
Jarrett Boykin,GB,1,13,8,112,0,0,0,0
Rueben Randle,NYG,1,3,3,50,1,0,0,0
Torrey Smith,BAL,1,14,5,46,1,0,0,0
Antonio Brown,PIT,1,11,6,104,0,0,0,0
Jerricho Cotchery,PIT,1,2,2,31,1,0,0,0
Cordarrelle Patterson,MIN,1,4,2,22,1,0,0,0
Terrance Williams,DAL,1,5,1,21,1,0,0,0
Terrelle Pryor,OAK,1,0,0,0,0,5,19,1
Kendall Wright,TEN,1,9,7,78,0,0,0,0
Doug Baldwin,SEA,1,8,5,76,0,0,0,0
Darius Johnson,ATL,1,2,1,12,1,0,0,0
DeAndre Hopkins,HOU,1,11,6,69,0,0,0,0
Kris Durham,DET,1,1,1,5,1,0,0,0
Tiquan Underwood,TB,1,5,3,64,0,0,0,0
Steve Smith,CAR,1,11,6,63,0,0,0,0
