,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD
DeAngelo Williams,PIT,1,27,170,2,4,2,55,0
Lamar Miller,MIA,1,12,44,2,7,7,97,0
Karlos Williams,BUF,1,9,110,2,0,0,0,0
DeMarco Murray,PHI,1,18,83,1,7,6,78,0
Adrian Peterson,MIN,1,29,125,1,2,2,18,0
Jeremy Langford,CHI,1,18,72,1,4,3,70,0
LeGarrette Blount,NE,1,29,129,1,0,0,0,0
James Starks,GB,1,10,39,0,8,6,83,1
LeSean McCoy,BUF,1,16,112,1,2,2,7,0
Danny Woodhead,SD,1,6,33,0,10,6,78,1
Todd Gurley,STL,1,24,89,1,5,3,20,0
Chris Ivory,NYJ,1,23,26,2,3,3,22,0
Frank Gore,IND,1,28,83,1,3,1,19,0
Devonta Freeman,ATL,1,12,12,0,10,8,67,1
Ryan Mathews,PHI,1,11,67,1,1,0,0,0
Darren McFadden,DAL,1,27,117,0,2,1,5,0
Antonio Andrews,TEN,1,19,88,0,2,1,23,0
Shane Vereen,NYG,1,6,14,0,4,4,29,1
T.J. Yeldon,JAC,1,14,64,0,3,3,37,0
Brandon Bolden,NE,1,1,12,0,4,3,27,1
Duke Johnson,CLE,1,3,0,0,4,2,38,1
Shaun Draughn,SF,1,16,58,0,5,4,38,0
Latavius Murray,OAK,1,17,96,0,2,2,-1,0
Mark Ingram,NO,1,21,52,0,5,4,42,0
Giovani Bernard,CIN,1,13,72,0,1,1,14,0
Charles Sims,TB,1,8,78,0,2,1,4,0
Jamize Olawale,OAK,1,1,19,1,0,0,0,0
Ahmad Bradshaw,IND,1,6,3,0,2,1,8,1
Jonathan Stewart,CAR,1,20,66,0,2,1,2,0
Isaiah Crowell,CLE,1,10,38,0,4,3,26,0
Melvin Gordon,SD,1,11,31,0,3,3,25,0
Dion Lewis,NE,1,4,14,0,5,4,39,0
Jeremy Hill,CIN,1,15,52,0,1,1,0,0
Rashad Jennings,NYG,1,13,48,0,1,1,-1,0
Dexter McCluster,TEN,1,8,19,0,4,2,28,0
Matt Jones,WAS,1,11,27,0,3,2,17,0
Doug Martin,TB,1,11,31,0,4,2,12,0
Jay Ajayi,MIA,1,5,41,0,0,0,0,0
C.J. Anderson,DEN,1,7,34,0,2,1,4,0
Andre Williams,NYG,1,7,30,0,1,1,7,0
Ka'Deem Carey,CHI,1,7,28,0,0,0,0,0
Darren Sproles,PHI,1,5,23,0,3,2,3,0
Orleans Darkwa,NYG,1,6,23,0,0,0,0,0
Marcel Reece,OAK,1,3,21,0,0,0,0,0
Chris Thompson,WAS,1,0,0,0,4,2,21,0
Kendall Gaskins,SF,1,7,20,0,0,0,0,0
Zac Stacy,NYJ,1,1,3,0,3,1,16,0
Aaron Ripkowski,GB,1,0,0,0,1,1,18,0
Donald Brown,SD,1,2,13,0,0,0,0,0
Fozzy Whittaker,CAR,1,2,13,0,0,0,0,0
Pierre Thomas,SF,1,4,12,0,0,0,0,0
Jerick McKinnon,MIN,1,0,0,0,2,2,11,0
Antone Smith,CHI,1,1,11,0,0,0,0,0
Eddie Lacy,GB,1,5,10,0,1,0,0,0
Alfred Morris,WAS,1,4,10,0,0,0,0,0
C.J. Spiller,NO,1,2,8,0,2,1,2,0
Rex Burkhead,CIN,1,0,0,0,1,1,7,0
Mike Tolbert,CAR,1,3,7,0,0,0,0,0
Taiwan Jones,OAK,1,2,0,0,1,1,6,0
Jorvorskie Lane,TB,1,0,0,0,1,1,5,0
Matt Asiata,MIN,1,2,4,0,0,0,0,0
Bruce Miller,SF,1,2,4,0,0,0,0,0
Tevin Coleman,ATL,1,1,3,0,0,0,0,0
Bobby Rainey,TB,1,1,3,0,0,0,0,0
Jordan Todman,PIT,1,1,3,0,2,0,0,0
Denard Robinson,JAC,1,1,2,0,1,0,0,0
Ronnie Hillman,DEN,1,7,1,0,0,0,0,0
Marcus Murphy,NO,1,0,0,0,0,0,0,0
Marcus Thigpen,OAK,1,0,0,0,0,0,0,0
Tre Mason,STL,1,3,3,0,1,1,-4,0
