,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Eddie Royal,SD,1,3,2,20,0,0,0,0
Tiquan Underwood,TB,1,1,1,20,0,0,0,0
Darius Johnson,ATL,1,7,2,18,0,0,0,0
Vincent Brown,SD,1,6,2,17,0,0,0,0
Percy Harvin,SEA,1,1,1,17,0,0,0,0
Andre Roberts,ARI,1,4,3,14,0,0,0,0
David Nelson,NYJ,1,3,1,12,0,0,0,0
Kenny Stills,NO,1,2,1,11,0,0,0,0
Deonte Thompson,BAL,1,3,1,11,0,0,0,0
Darrius Heyward-Bey,IND,1,3,1,10,0,0,0,0
Josh Cribbs,NYJ,1,0,0,0,0,2,9,0
Joe Webb,MIN,1,3,2,9,0,0,0,0
Marvin Jones,CIN,1,2,1,9,0,1,-1,0
Mario Manningham,SF,1,4,1,8,0,0,0,0
Nick Toon,NO,1,1,1,8,0,0,0,0
A.J. Green,CIN,1,5,2,7,0,0,0,0
DeAndre Hopkins,HOU,1,2,1,7,0,0,0,0
Andrew Hawkins,CIN,1,2,1,6,0,0,0,0
Griff Whalen,IND,1,3,1,6,0,0,0,0
Jason Avant,PHI,1,3,1,5,0,0,0,0
Leonard Hankerson,WAS,1,1,1,5,0,0,0,0
DeVier Posey,HOU,1,4,1,5,0,0,0,0
Jacoby Ford,OAK,1,1,0,0,0,1,4,0
Greg Little,CLE,1,6,1,4,0,0,0,0
Davone Bess,CLE,1,6,1,3,0,0,0,0
Emmanuel Sanders,PIT,1,2,1,2,0,0,0,0
Earl Bennett,CHI,1,1,1,1,0,0,0,0
Jerome Simpson,MIN,1,2,1,1,0,0,0,0
Jonathan Baldwin,SF,1,3,0,0,0,0,0,0
LaVon Brazill,IND,1,1,0,0,0,0,0,0
Andre Caldwell,DEN,1,1,0,0,0,0,0,0
Armanti Edwards,CLE,1,0,0,0,0,1,0,0
Stephen Hill,NYJ,1,7,0,0,0,0,0,0
Justin Hunter,TEN,1,1,0,0,0,0,0,0
Jermaine Kearse,SEA,1,1,0,0,0,0,0,0
Jeff Maehl,PHI,1,1,0,0,0,0,0,0
Louis Murphy,NYG,1,1,0,0,0,0,0,0
Kevin Ogletree,DET,1,3,0,0,0,0,0,0
Devon Wylie,TEN,1,0,0,0,0,0,0,0
