,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Player,Team,G,Target,Rec,Yard,TD,Att,Yard,TD
Calvin Johnson,DET,1,13,6,179,2,0,0,0
Antonio Brown,PIT,1,13,7,147,2,1,-8,0
Michael Floyd,ARI,1,11,6,193,1,0,0,0
Vincent Jackson,TB,1,12,10,165,1,0,0,0
Harry Douglas,ATL,1,9,6,134,1,0,0,0
Jarius Wright,MIN,1,4,3,69,2,0,0,0
Josh Gordon,CLE,1,15,5,125,1,0,0,0
Marquise Goodwin,BUF,1,9,6,81,1,1,17,0
Rod Streater,OAK,1,8,6,84,1,1,8,0
T.J. Graham,BUF,1,4,2,74,1,1,-3,0
Doug Baldwin,SEA,1,2,2,63,1,0,0,0
Larry Fitzgerald,ARI,1,9,6,61,1,0,0,0
Demaryius Thomas,DEN,1,13,5,121,0,0,0,0
Aldrick Robinson,WAS,1,3,2,60,1,0,0,0
Brandon LaFell,CAR,1,8,7,59,1,0,0,0
Dwayne Bowe,KC,1,14,4,57,1,0,0,0
Jordy Nelson,GB,1,9,8,117,0,0,0,0
Anquan Boldin,SF,1,9,6,56,1,0,0,0
Andre Johnson,HOU,1,17,10,116,0,0,0,0
Victor Cruz,NYG,1,11,8,110,0,0,0,0
Jerricho Cotchery,PIT,1,5,3,48,1,0,0,0
Alshon Jeffery,CHI,1,11,7,83,0,3,17,0
Rueben Randle,NYG,1,3,3,37,1,0,0,0
Roddy White,ATL,1,9,3,36,1,0,0,0
Torrey Smith,BAL,1,8,5,32,1,0,0,0
Jarrett Boykin,GB,1,8,6,91,0,0,0,0
Ted Ginn Jr.,CAR,1,3,1,25,1,0,0,0
DeSean Jackson,PHI,1,4,4,82,0,0,0,0
Marques Colston,NO,1,8,5,80,0,0,0,0
Kendall Wright,TEN,1,12,9,80,0,0,0,0
Robert Meachem,NO,1,2,2,78,0,0,0,0
Pierre Garcon,WAS,1,10,6,68,0,1,9,0
Wes Welker,DEN,1,10,8,72,0,0,0,0
Eric Decker,DEN,1,6,5,71,0,0,0,0
Santonio Holmes,NYJ,1,8,2,71,0,0,0,0
Denarius Moore,OAK,1,6,2,11,1,0,0,0
Mohamed Sanu,CIN,1,5,2,11,1,0,0,0
Brian Hartline,MIA,1,13,5,65,0,0,0,0
Steve Smith,CAR,1,6,4,62,0,0,0,0
Ace Sanders,JAC,1,10,8,61,0,0,0,0
Kenbrell Thompkins,NE,1,2,2,60,0,0,0,0
James Jones,GB,1,6,2,55,0,0,0,0
Nate Washington,TEN,1,3,2,53,0,0,0,0
Rishard Matthews,MIA,1,6,4,52,0,0,0,0
Hakeem Nicks,NYG,1,5,4,50,0,0,0,0
Keenan Allen,SD,1,6,3,45,0,0,0,0
Danny Amendola,NE,1,7,6,45,0,0,0,0
T.Y. Hilton,IND,1,9,5,44,0,0,0,0
Kris Durham,DET,1,9,3,42,0,0,0,0
Brandon Marshall,CHI,1,10,4,42,0,0,0,0
Santana Moss,WAS,1,7,2,41,0,0,0,0
Mike Wallace,MIA,1,6,4,39,0,0,0,0
Seyi Ajirotutu,SD,1,2,2,38,0,0,0,0
Aaron Dobson,NE,1,7,4,38,0,0,0,0
Markus Wheaton,PIT,1,5,3,38,0,0,0,0
Riley Cooper,PHI,1,7,3,37,0,0,0,0
Tandon Doss,BAL,1,5,3,37,0,0,0,0
Andre Holmes,OAK,1,3,1,33,0,0,0,0
Keshawn Martin,HOU,1,5,2,32,0,0,0,0
Greg Salas,NYJ,1,2,2,32,0,0,0,0
Cordarrelle Patterson,MIN,1,9,3,28,0,0,0,0
Julian Edelman,NE,1,4,3,27,0,0,0,0
Ricardo Lockette,SEA,1,1,1,27,0,0,0,0
Golden Tate,SEA,1,4,1,26,0,0,0,0
Mike Brown,JAC,1,3,2,23,0,0,0,0
Lance Moore,NO,1,4,3,23,0,0,0,0
Jacoby Jones,BAL,1,2,2,18,0,1,4,0
Cecil Shorts,JAC,1,5,2,22,0,0,0,0
Jerrel Jernigan,NYG,1,2,2,21,0,0,0,0
Donnie Avery,KC,1,3,1,20,0,0,0,0
