,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Player,Team,G,Target,Rec,Yard,TD,Att,Yard,TD
Calvin Johnson,DET,1,11,7,164,2,0,0,0
Allen Hurns,JAC,1,9,4,110,2,0,0,0
A.J. Green,CIN,1,9,6,131,1,1,5,0
Cordarrelle Patterson,MIN,1,5,3,26,0,3,102,1
Steve Smith,BAL,1,15,7,118,1,0,0,0
Antonio Brown,PIT,1,6,5,116,1,0,0,0
Jeremy Maclin,PHI,1,10,4,97,1,0,0,0
Brandin Cooks,NO,1,8,7,77,1,1,18,0
Kelvin Benjamin,CAR,1,8,6,92,1,0,0,0
DeAndre Hopkins,HOU,1,5,4,89,1,0,0,0
Mike Wallace,MIA,1,11,7,81,1,0,0,0
Roddy White,ATL,1,7,5,72,1,0,0,0
Brandon Marshall,CHI,1,12,8,71,1,0,0,0
Michael Floyd,ARI,1,7,5,119,0,0,0,0
Randall Cobb,GB,1,9,6,58,1,0,0,0
Greg Jennings,MIN,1,7,6,58,1,0,0,0
Julian Edelman,NE,1,8,6,95,0,2,21,0
Julio Jones,ATL,1,9,7,116,0,0,0,0
Marques Colston,NO,1,8,5,110,0,0,0,0
Malcom Floyd,SD,1,6,4,50,1,0,0,0
Terrance Williams,DAL,1,7,4,50,1,0,0,0
Rod Streater,OAK,1,7,5,46,1,0,0,0
Kendall Wright,TEN,1,7,6,46,1,0,0,0
Percy Harvin,SEA,1,7,7,59,0,4,41,0
Anquan Boldin,SF,1,9,8,99,0,0,0,0
Devin Hester,ATL,1,6,5,99,0,0,0,0
Brian Quick,STL,1,9,7,99,0,0,0,0
Ricardo Lockette,SEA,1,3,2,38,1,0,0,0
Reggie Wayne,IND,1,13,9,98,0,0,0,0
Golden Tate,DET,1,6,6,93,0,1,4,0
Markus Wheaton,PIT,1,7,6,97,0,0,0,0
Hakeem Nicks,IND,1,5,5,36,1,0,0,0
James Jones,OAK,1,3,3,34,1,0,0,0
Andre Johnson,HOU,1,9,6,93,0,0,0,0
Travis Benjamin,CLE,1,3,2,20,1,1,10,0
John Brown,ARI,1,5,2,29,1,0,0,0
Emmanuel Sanders,DEN,1,9,6,77,0,1,11,0
Andrew Hawkins,CLE,1,10,8,87,0,0,0,0
Donnie Avery,KC,1,13,7,84,0,0,0,0
Jordy Nelson,GB,1,14,9,83,0,0,0,0
Chris Owusu,TB,1,2,2,20,1,0,0,0
Robert Woods,BUF,1,6,4,78,0,0,0,0
Pierre Garcon,WAS,1,12,10,77,0,0,0,0
Eric Decker,NYJ,1,6,5,74,0,0,0,0
Alshon Jeffery,CHI,1,6,5,71,0,0,0,0
Harry Douglas,ATL,1,7,6,69,0,0,0,0
Dwayne Harris,DAL,1,2,1,56,0,1,9,0
