,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Terrance Williams,DAL,1,2,1,39,0,0,0,0
Brian Hartline,MIA,1,5,2,38,0,0,0,0
Andre Holmes,OAK,1,8,3,38,0,0,0,0
DeAndre Hopkins,HOU,1,5,4,35,0,0,0,0
Vincent Jackson,TB,1,12,4,35,0,0,0,0
Josh Cooper,CLE,1,8,5,34,0,0,0,0
Stedman Bailey,STL,1,5,4,33,0,0,0,0
Damian Williams,TEN,1,1,1,32,0,0,0,0
Aldrick Robinson,WAS,1,11,3,33,0,1,-2,0
Jarius Wright,MIN,1,3,2,31,0,0,0,0
Michael Crabtree,SF,1,8,3,29,0,0,0,0
Jerome Simpson,MIN,1,7,3,29,0,0,0,0
DeSean Jackson,PHI,1,4,3,28,0,0,0,0
Torrey Smith,BAL,1,7,3,27,0,0,0,0
Robert Woods,BUF,1,6,1,27,0,0,0,0
Emmanuel Sanders,PIT,1,4,2,26,0,0,0,0
Miles Austin,DAL,1,3,2,22,0,0,0,0
Marquise Goodwin,BUF,1,1,1,22,0,0,0,0
Da'Rick Rogers,IND,1,2,2,20,0,0,0,0
Domenik Hixon,CAR,1,3,2,16,0,0,0,0
Austin Pettis,STL,1,2,2,15,0,0,0,0
Santana Moss,WAS,1,7,2,13,0,0,0,0
Mohamed Sanu,CIN,1,2,1,12,0,0,0,0
LaVon Brazill,IND,1,1,1,11,0,0,0,0
Jacoby Jones,BAL,1,8,1,11,0,0,0,0
Marquess Wilson,CHI,1,1,1,10,0,0,0,0
Danny Amendola,NE,1,3,1,9,0,0,0,0
Greg Little,CLE,1,4,1,9,0,0,0,0
Jarrett Boykin,GB,1,4,2,8,0,0,0,0
Ricardo Lockette,SEA,1,1,1,8,0,0,0,0
Louis Murphy,NYG,1,5,1,8,0,0,0,0
Cole Beasley,DAL,1,2,1,7,0,0,0,0
Dane Sanzenbacher,CIN,1,2,1,7,0,0,0,0
Aaron Dobson,NE,1,3,1,6,0,0,0,0
Greg Salas,NYJ,1,1,1,6,0,0,0,0
Darius Johnson,ATL,1,3,1,4,0,0,0,0
Keshawn Martin,HOU,1,3,1,2,0,0,0,0
Seyi Ajirotutu,SD,1,1,0,0,0,0,0,0
Doug Baldwin,SEA,1,1,0,0,0,0,0,0
Vincent Brown,SD,1,1,0,0,0,0,0,0
Tandon Doss,BAL,1,1,1,0,0,0,0,0
Kris Durham,DET,1,2,0,0,0,0,0,0
Justin Hunter,TEN,1,3,0,0,0,0,0,0
Brandon LaFell,CAR,1,5,0,0,0,0,0,0
Marvin McNutt,CAR,1,1,0,0,0,0,0,0
Brian Quick,STL,1,1,0,0,0,0,0,0
Rueben Randle,NYG,1,1,0,0,0,0,0,0
Chris Givens,STL,1,4,0,0,0,1,-4,0
