,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD
Andre Ellington,ARI,1,15,154,1,2,2,8,0
Darren McFadden,OAK,1,24,73,2,2,2,5,0
Frank Gore,SF,1,19,71,2,1,1,6,0
Knowshon Moreno,DEN,1,14,44,0,6,6,89,1
Reggie Bush,DET,1,21,92,1,9,8,30,0
Eddie Lacy,GB,1,29,94,1,4,4,18,0
Alfred Morris,WAS,1,17,93,1,0,0,0,0
Adrian Peterson,MIN,1,13,60,1,3,3,23,0
Stevan Ridley,NE,1,14,79,1,0,0,0,0
Dexter McCluster,KC,1,1,5,0,10,7,67,1
Zac Stacy,STL,1,26,134,0,3,1,-5,0
Mike Tolbert,CAR,1,7,35,0,4,4,29,1
Maurice Jones-Drew,JAC,1,19,75,0,8,6,47,0
Jamaal Charles,KC,1,18,74,0,7,5,46,0
James Starks,GB,1,7,57,1,0,0,0,0
Joique Bell,DET,1,4,32,1,1,1,22,0
Fred Jackson,BUF,1,15,45,1,4,2,8,0
Lamar Miller,MIA,1,18,89,0,3,3,23,0
Daniel Thomas,MIA,1,9,47,0,1,1,5,1
Le'Veon Bell,PIT,1,13,24,1,7,5,27,0
DeAngelo Williams,CAR,1,8,43,1,3,1,8,0
Montee Ball,DEN,1,11,37,1,1,0,0,0
Pierre Thomas,NO,1,14,65,0,3,3,29,0
Brandon Bolden,NE,1,8,22,1,2,2,7,0
Toby Gerhart,MIN,1,1,13,1,2,2,15,0
Peyton Hillis,NYG,1,20,70,0,5,3,15,0
Kendall Hunter,SF,1,9,84,0,0,0,0,0
Anthony Sherman,KC,1,0,0,0,3,3,23,1
LeSean McCoy,PHI,1,15,48,0,5,4,18,0
Mike James,TB,1,10,39,0,5,4,25,0
Bruce Miller,SF,1,1,0,0,3,2,56,0
Daryl Richardson,STL,1,8,39,0,1,1,8,0
LeGarrette Blount,NE,1,11,46,0,0,0,0,0
Joseph Randle,DAL,1,14,26,0,4,3,18,0
Brian Leonard,TB,1,1,7,0,7,6,32,0
Bilal Powell,NYJ,1,10,19,0,6,4,20,0
Stepfan Taylor,ARI,1,14,38,0,0,0,0,0
Tashard Choice,BUF,1,7,35,0,0,0,0,0
BenJarvus Green-Ellis,CIN,1,11,33,0,0,0,0,0
Michael Cox,NYG,1,9,19,0,1,1,11,0
Willis McGahee,CLE,1,9,28,0,2,2,0,0
Giovani Bernard,CIN,1,5,18,0,2,1,9,0
Alex Green,NYJ,1,3,20,0,1,1,7,0
Marshawn Lynch,SEA,1,8,23,0,1,1,4,0
Chris Ogbonnaya,CLE,1,3,12,0,4,3,15,0
Knile Davis,KC,1,3,13,0,1,1,12,0
Roy Helu,WAS,1,5,11,0,1,1,14,0
Phillip Tanner,DAL,1,2,8,0,1,1,17,0
C.J. Anderson,DEN,1,4,22,0,0,0,0,0
Robert Turbin,SEA,1,3,5,0,1,1,16,0
Felix Jones,PIT,1,1,-1,0,3,2,20,0
Jacquizz Rodgers,ATL,1,2,8,0,5,2,11,0
Lance Dunbar,DAL,1,5,16,0,0,0,0,0
Denard Robinson,JAC,1,4,15,0,0,0,0,0
Theo Riddick,DET,1,1,7,0,1,1,7,0
Steven Jackson,ATL,1,11,6,0,5,3,7,0
John Conner,NYG,1,0,0,0,1,1,12,0
Chris Ivory,NYJ,1,6,11,0,0,0,0,0
Cedric Peerman,CIN,1,6,11,0,0,0,0,0
Marcel Reece,OAK,1,3,10,0,0,0,0,0
Jonathan Dwyer,PIT,1,3,9,0,0,0,0,0
Khiry Robinson,NO,1,7,9,0,0,0,0,0
Jed Collins,NO,1,0,0,0,1,1,8,0
Rashad Jennings,OAK,1,2,8,0,0,0,0,0
John Kuhn,GB,1,0,0,0,2,1,7,0
Justin Forsett,JAC,1,0,0,0,3,3,6,0
Kenjon Barner,CAR,1,1,1,0,1,1,2,0
Frank Summers,BUF,1,1,3,0,1,0,0,0
Anthony Dixon,SF,1,1,2,0,0,0,0,0
Erik Lorig,TB,1,0,0,0,1,1,2,0
Bryce Brown,PHI,1,3,-1,0,1,1,2,0
Michael Robinson,SEA,1,1,0,0,0,0,0,0
Darren Sproles,NO,1,0,0,0,4,4,0,0
