,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Greg Jennings,MIN,1,7,5,52,0,0,0,0
Jermaine Kearse,SEA,1,7,3,37,0,2,15,0
Golden Tate,DET,1,5,4,50,0,0,0,0
DeAndre Hopkins,HOU,1,6,4,49,0,0,0,0
Stedman Bailey,STL,1,2,2,47,0,0,0,0
Nick Toon,NO,1,4,4,45,0,0,0,0
Santana Moss,WAS,1,5,3,43,0,0,0,0
Philly Brown,CAR,1,5,3,42,0,0,0,0
Brandon LaFell,NE,1,9,4,41,0,0,0,0
Mike Wallace,MIA,1,4,3,39,0,0,0,0
Andrew Hawkins,CLE,1,7,4,38,0,0,0,0
Andre Holmes,OAK,1,5,2,38,0,0,0,0
Robert Woods,BUF,1,4,3,36,0,0,0,0
Larry Fitzgerald,ARI,1,9,4,34,0,0,0,0
Donte Moncrief,IND,1,4,3,33,0,0,0,0
Markus Wheaton,PIT,1,3,2,31,0,0,0,0
Marlon Brown,BAL,1,3,3,30,0,0,0,0
Kris Durham,TEN,1,3,3,30,0,0,0,0
Eddie Royal,SD,1,5,2,30,0,0,0,0
Dwayne Bowe,KC,1,3,2,29,0,0,0,0
Jacoby Jones,BAL,1,1,1,18,0,1,11,0
Lance Moore,PIT,1,2,1,29,0,0,0,0
Travis Benjamin,CLE,1,5,1,27,0,0,0,0
Paul Richardson,SEA,1,3,2,27,0,0,0,0
Damaris Johnson,HOU,1,1,1,11,0,1,12,0
Jordan Matthews,PHI,1,5,2,23,0,0,0,0
Joe Morgan,NO,1,5,2,23,0,0,0,0
Kenny Stills,NO,1,4,3,23,0,0,0,0
Kevin Norwood,SEA,1,2,2,22,0,0,0,0
Vincent Brown,OAK,1,1,1,20,0,0,0,0
Ricardo Lockette,SEA,1,1,1,19,0,0,0,0
Marquess Wilson,CHI,1,5,2,19,0,0,0,0
Louis Murphy,TB,1,4,3,18,0,0,0,0
Andre Johnson,HOU,1,4,4,17,0,0,0,0
Jeremy Kerley,NYJ,1,4,2,17,0,0,0,0
Taylor Gabriel,CLE,1,3,2,16,0,0,0,0
Mohamed Sanu,CIN,1,3,2,16,0,1,0,0
Josh Gordon,CLE,1,7,2,15,0,0,0,0
Riley Cooper,PHI,1,5,3,13,0,0,0,0
Rishard Matthews,MIA,1,1,1,13,0,0,0,0
Marquise Goodwin,BUF,1,2,0,0,0,1,12,0
Keshawn Martin,HOU,1,3,1,12,0,0,0,0
James Jones,OAK,1,2,2,11,0,0,0,0
Andre Roberts,WAS,1,2,2,11,0,0,0,0
Demaryius Thomas,DEN,1,5,2,11,0,0,0,0
Brenton Bersin,CAR,1,1,1,9,0,0,0,0
Jerricho Cotchery,CAR,1,2,1,9,0,0,0,0
Rueben Randle,NYG,1,3,1,9,0,0,0,0
Ace Sanders,JAC,1,1,1,9,0,0,0,0
Ted Ginn Jr.,ARI,1,1,1,8,0,0,0,0
Josh Morgan,CHI,1,4,1,8,0,0,0,0
Danny Amendola,NE,1,3,3,7,0,0,0,0
Brandon Gibson,MIA,1,3,1,7,0,0,0,0
Chris Owusu,NYJ,1,1,1,7,0,0,0,0
Davante Adams,GB,1,4,1,6,0,0,0,0
Greg Little,CIN,1,1,1,6,0,0,0,0
Cordarrelle Patterson,MIN,1,0,0,0,0,1,6,0
Reggie Wayne,IND,1,8,1,5,0,0,0,0
Ryan Grant,WAS,1,3,1,4,0,0,0,0
Jeremy Ross,DET,1,1,0,0,0,1,4,0
Keenan Allen,SD,1,3,2,3,0,0,0,0
Cecil Shorts,JAC,1,10,2,3,0,0,0,0
John Brown,ARI,1,4,0,0,0,0,0,0
Brice Butler,OAK,1,2,0,0,0,0,0,0
T.J. Graham,NYJ,1,1,0,0,0,0,0,0
Dwayne Harris,DAL,1,1,0,0,0,0,0,0
Devin Hester,ATL,1,2,0,0,0,1,0,0
Steve Johnson,SF,1,2,0,0,0,0,0,0
Hakeem Nicks,IND,1,2,0,0,0,0,0,0
Kevin Ogletree,NYG,1,3,0,0,0,0,0,0
Quinton Patton,SF,1,1,0,0,0,0,0,0
Brandon Tate,CIN,1,1,0,0,0,0,0,0
Kenbrell Thompkins,OAK,1,1,0,0,0,0,0,0
