,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD
Matt Forte,CHI,1,17,80,2,13,10,77,0
Arian Foster,HOU,1,20,109,2,4,3,32,0
Giovani Bernard,CIN,1,18,137,1,5,4,20,0
DeMarco Murray,DAL,1,29,115,1,6,6,31,0
Ben Tate,CLE,1,25,78,2,0,0,0,0
Branden Oliver,SD,1,26,101,1,5,4,23,0
Joique Bell,DET,1,18,74,1,3,2,23,0
LeSean McCoy,PHI,1,22,149,0,2,2,5,0
Lamar Miller,MIA,1,14,53,1,3,3,40,0
Theo Riddick,DET,1,3,6,0,6,5,75,1
Isaiah Crowell,CLE,1,11,77,1,0,0,0,0
Antone Smith,ATL,1,2,5,0,4,4,64,1
Ahmad Bradshaw,IND,1,11,34,0,6,3,25,1
Ronnie Hillman,DEN,1,24,100,0,5,3,16,0
Fozzy Whittaker,CAR,1,9,25,1,2,2,27,0
Justin Forsett,BAL,1,14,111,0,0,0,0,0
Le'Veon Bell,PIT,1,18,82,0,6,4,23,0
Fred Jackson,BUF,1,10,26,1,6,4,17,0
Trent Richardson,IND,1,17,41,1,0,0,0,0
Darren Sproles,PHI,1,7,39,1,4,0,0,0
Jeremy Hill,CIN,1,8,22,1,4,4,13,0
Benny Cunningham,STL,1,7,21,1,2,2,12,0
Andre Ellington,ARI,1,19,67,0,9,6,26,0
Bernard Pierce,BAL,1,15,32,1,0,0,0,0
Darren McFadden,OAK,1,14,80,0,4,2,6,0
Jerick McKinnon,MIN,1,11,40,0,6,6,42,0
Storm Johnson,JAC,1,10,21,1,1,1,-4,0
Bishop Sankey,TEN,1,18,61,0,1,1,7,0
Roy Helu,WAS,1,3,26,0,2,2,40,0
Marshawn Lynch,SEA,1,10,61,0,2,1,1,0
Jackie Battle,TEN,1,1,1,1,0,0,0,0
Dexter McCluster,TEN,1,2,6,0,6,6,52,0
Andre Williams,NYG,1,16,58,0,0,0,0,0
Alfred Morris,WAS,1,13,41,0,3,1,14,0
Peyton Hillis,NYG,1,5,24,0,5,3,28,0
Tre Mason,STL,1,5,40,0,1,1,12,0
Joseph Randle,DAL,1,5,52,0,0,0,0,0
Doug Martin,TB,1,11,45,0,2,1,3,0
Lorenzo Taliaferro,BAL,1,2,29,0,2,2,18,0
Lance Dunbar,DAL,1,1,-4,0,4,4,48,0
Bobby Rainey,TB,1,7,42,0,3,0,0,0
James Starks,GB,1,8,31,0,5,2,11,0
Maurice Jones-Drew,OAK,1,4,30,0,1,1,10,0
Eddie Lacy,GB,1,14,40,0,0,0,0,0
Frank Gore,SF,1,16,38,0,1,0,0,0
Juwan Thompson,DEN,1,8,38,0,1,1,0,0
Denard Robinson,JAC,1,5,22,0,3,3,14,0
Zac Stacy,STL,1,8,17,0,3,2,17,0
Devonta Freeman,ATL,1,2,5,0,3,2,26,0
Kyle Juszczyk,BAL,1,0,0,0,3,2,29,0
Stevan Ridley,NE,1,10,23,0,1,1,6,0
LeGarrette Blount,PIT,1,8,27,0,0,0,0,0
Ronnie Brown,SD,1,2,2,0,1,1,24,0
Steven Jackson,ATL,1,6,25,0,2,0,0,0
Dri Archer,PIT,1,3,24,0,1,1,0,0
Anthony Dixon,BUF,1,7,23,0,0,0,0,0
Alfred Blue,HOU,1,3,22,0,0,0,0,0
Chris Ivory,NYJ,1,8,7,0,2,1,14,0
Will Ta'ufo'ou,JAC,1,0,0,0,2,2,20,0
Ka'Deem Carey,CHI,1,4,19,0,0,0,0,0
Darrin Reaves,CAR,1,8,15,0,1,1,4,0
C.J. Spiller,BUF,1,6,19,0,1,0,0,0
Knowshon Moreno,MIA,1,6,10,0,1,1,8,0
George Winn,DET,1,5,16,0,0,0,0,0
Carlos Hyde,SF,1,11,14,0,1,1,1,0
John Kuhn,GB,1,4,15,0,0,0,0,0
Bruce Miller,SF,1,0,0,0,1,1,15,0
Matt Asiata,MIN,1,2,-5,0,2,1,18,0
Marcel Reece,OAK,1,1,2,0,3,1,11,0
Leon Washington,TEN,1,1,1,0,3,1,11,0
Chris Johnson,NYJ,1,3,9,0,2,1,2,0
Brandon Bolden,NE,1,6,10,0,0,0,0,0
Stepfan Taylor,ARI,1,3,10,0,2,1,0,0
Robert Turbin,SEA,1,2,10,0,0,0,0,0
Jacquizz Rodgers,ATL,1,1,7,0,1,1,2,0
Robert Hughes,ARI,1,0,0,0,1,1,7,0
Shane Vereen,NE,1,5,4,0,3,1,3,0
Jamize Olawale,OAK,1,0,0,0,1,1,5,0
Bilal Powell,NYJ,1,2,4,0,0,0,0,0
Jed Collins,DET,1,1,3,0,0,0,0,0
James Develin,NE,1,1,0,0,1,1,2,0
Tyler Clutts,DAL,1,0,0,0,1,1,1,0
Jordan Todman,JAC,1,3,1,0,3,1,0,0
Ray Agnew,CLE,1,0,0,0,1,0,0,0
John Conner,NYJ,1,0,0,0,1,0,0,0
