,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Player,Team,G,Target,Rec,Yard,TD,Att,Yard,TD
Demaryius Thomas,DEN,1,16,8,226,2,0,0,0
DeSean Jackson,WAS,1,11,5,157,1,0,0,0
Kendall Wright,TEN,1,8,6,47,2,2,43,0
Brian Quick,STL,1,9,5,87,2,0,0,0
Golden Tate,DET,1,9,7,134,1,0,0,0
Travis Benjamin,CLE,1,4,4,48,2,0,0,0
Justin Hunter,TEN,1,5,3,99,1,0,0,0
Alshon Jeffery,CHI,1,7,6,97,1,0,0,0
Dez Bryant,DAL,1,14,9,85,1,0,0,0
Vincent Jackson,TB,1,12,8,144,0,0,0,0
A.J. Green,CIN,1,7,5,81,1,0,0,0
Jeremy Maclin,PHI,1,11,5,76,1,0,0,0
Terrance Williams,DAL,1,6,2,71,1,0,0,0
Mohamed Sanu,CIN,1,9,5,70,1,0,0,0
Kenny Britt,STL,1,6,3,68,1,0,0,0
Jordy Nelson,GB,1,3,1,66,1,0,0,0
Emmanuel Sanders,DEN,1,9,7,101,0,2,8,0
Julio Jones,ATL,1,16,11,105,0,0,0,0
Odell Beckham Jr.,NYG,1,5,4,44,1,0,0,0
Taylor Gabriel,CLE,1,6,4,95,0,0,0,0
Louis Murphy,TB,1,7,3,35,1,0,0,0
Randall Cobb,GB,1,4,3,34,1,0,0,0
Riley Cooper,PHI,1,5,4,33,1,0,0,0
Rueben Randle,NYG,1,10,4,33,1,0,0,0
T.Y. Hilton,IND,1,12,9,90,0,0,0,0
Andre Roberts,WAS,1,9,5,29,1,0,0,0
Sammy Watkins,BUF,1,12,7,87,0,0,0,0
Antonio Brown,PIT,1,12,5,84,0,0,0,0
Reggie Wayne,IND,1,12,7,77,0,0,0,0
Brandon Lloyd,SF,1,5,3,76,0,0,0,0
Jermaine Kearse,SEA,1,2,1,15,1,0,0,0
Anquan Boldin,SF,1,8,4,72,0,0,0,0
Malcom Floyd,SD,1,3,3,72,0,0,0,0
Davante Adams,GB,1,4,1,11,1,0,0,0
Brandin Cooks,NO,1,11,9,56,0,2,15,0
Robert Herron,TB,1,1,1,9,1,0,0,0
Steve Johnson,SF,1,2,1,9,1,0,0,0
Marques Colston,NO,1,6,3,63,0,0,0,0
DeAndre Hopkins,HOU,1,6,6,63,0,0,0,0
Preston Parker,NYG,1,3,3,61,0,0,0,0
Andre Johnson,HOU,1,8,5,58,0,0,0,0
Wes Welker,DEN,1,9,7,58,0,0,0,0
Larry Fitzgerald,ARI,1,7,3,57,0,0,0,0
Adam Thielen,MIN,1,5,4,57,0,0,0,0
Nate Washington,TEN,1,7,4,57,0,0,0,0
Miles Austin,CLE,1,3,2,54,0,0,0,0
Allen Robinson,JAC,1,11,5,51,0,0,0,0
Doug Baldwin,SEA,1,5,4,50,0,0,0,0
Junior Hemingway,KC,1,4,4,50,0,0,0,0
Jerricho Cotchery,CAR,1,4,3,46,0,0,0,0
Brandon Marshall,CHI,1,5,3,44,0,0,0,0
Jason Avant,CAR,1,4,2,42,0,0,0,0
Dwayne Bowe,KC,1,6,3,42,0,0,0,0
Eddie Royal,SD,1,3,3,40,0,0,0,0
Kelvin Benjamin,CAR,1,11,3,38,0,0,0,0
Torrey Smith,BAL,1,8,3,38,0,0,0,0
Robert Woods,BUF,1,4,3,37,0,0,0,0
Julian Edelman,NE,1,8,5,35,0,0,0,0
Jordan Matthews,PHI,1,7,4,35,0,0,0,0
Marquise Goodwin,BUF,1,1,1,42,0,1,-8,0
Percy Harvin,SEA,1,5,4,27,0,2,7,0
Steve Smith,BAL,1,7,5,34,0,0,0,0
Tavon Austin,STL,1,2,2,33,0,0,0,0
Greg Jennings,MIN,1,6,2,31,0,0,0,0
Dwayne Harris,DAL,1,3,3,30,0,0,0,0
Jacoby Jones,BAL,1,1,1,30,0,0,0,0
Hakeem Nicks,IND,1,6,3,29,0,0,0,0
Austin Pettis,STL,1,6,3,29,0,0,0,0
Andrew Hawkins,CLE,1,9,3,27,0,0,0,0
Chris Hogan,BUF,1,2,2,27,0,0,0,0
Jarius Wright,MIN,1,8,3,27,0,0,0,0
Justin Brown,PIT,1,3,3,26,0,0,0,0
Mike Brown,JAC,1,2,2,26,0,0,0,0
Philly Brown,CAR,1,1,1,4,0,2,22,0
Allen Hurns,JAC,1,11,4,26,0,0,0,0
Lance Moore,PIT,1,1,1,26,0,0,0,0
Roddy White,ATL,1,4,2,26,0,0,0,0
Keenan Allen,SD,1,7,3,25,0,0,0,0
Jeremy Kerley,NYJ,1,6,3,24,0,0,0,0
Cole Beasley,DAL,1,4,4,23,0,0,0,0
Pierre Garcon,WAS,1,3,2,23,0,0,0,0
Victor Cruz,NYG,1,6,3,22,0,0,0,0
Brenton Bersin,CAR,1,1,1,21,0,0,0,0
Stedman Bailey,STL,1,3,2,20,0,0,0,0
Brandon LaFell,NE,1,4,1,20,0,0,0,0
Devin Hester,ATL,1,4,2,16,0,1,3,0
Trey Watts,STL,1,2,2,12,0,2,6,0
Corey Fuller,DET,1,4,3,17,0,0,0,0
Markus Wheaton,PIT,1,2,1,17,0,0,0,0
Michael Crabtree,SF,1,4,1,16,0,0,0,0
Aaron Dobson,NE,1,1,1,16,0,0,0,0
Jeff Janis,GB,1,2,2,16,0,0,0,0
Kenny Stills,NO,1,3,1,16,0,0,0,0
Jeremy Ross,DET,1,2,1,13,0,0,0,0
Greg Salas,NYJ,1,7,2,12,0,0,0,0
Ace Sanders,JAC,1,2,2,12,0,0,0,0
Seyi Ajirotutu,SD,1,1,1,11,0,0,0,0
David Nelson,NYJ,1,4,1,9,0,0,0,0
