,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Player,Team,G,Target,Rec,Yard,TD,Att,Yard,TD
DeAndre Hopkins,HOU,1,15,10,148,2,0,0,0
Martavis Bryant,PIT,1,8,6,137,2,1,8,0
Calvin Johnson,DET,1,9,6,166,1,0,0,0
Alshon Jeffery,CHI,1,11,8,147,1,0,0,0
Steve Smith,BAL,1,10,7,137,1,0,0,0
John Brown,ARI,1,14,10,196,0,0,0,0
Brandon Marshall,NYJ,1,9,7,111,1,0,0,0
Emmanuel Sanders,DEN,1,12,4,109,1,0,0,0
Lance Moore,DET,1,6,5,106,1,0,0,0
Keenan Allen,SD,1,15,14,157,0,0,0,0
Torrey Smith,SF,1,6,3,96,1,0,0,0
Marvin Jones,CIN,1,12,9,95,1,0,0,0
Allen Robinson,JAC,1,12,6,86,1,0,0,0
Riley Cooper,PHI,1,6,3,76,1,0,0,0
T.Y. Hilton,IND,1,9,6,74,1,0,0,0
Stefon Diggs,MIN,1,9,7,129,0,0,0,0
Donte Moncrief,IND,1,11,6,69,1,0,0,0
Jarvis Landry,MIA,1,4,3,42,0,2,24,1
Odell Beckham Jr.,NYG,1,8,7,61,1,0,0,0
Eric Decker,NYJ,1,7,4,59,1,0,0,0
Travis Benjamin,CLE,1,13,9,117,0,0,0,0
Albert Wilson,KC,1,6,3,57,1,0,0,0
Julian Edelman,NE,1,10,6,50,1,1,2,0
Demaryius Thomas,DEN,1,17,10,111,0,0,0,0
Michael Floyd,ARI,1,8,5,50,1,0,0,0
Sammy Watkins,BUF,1,5,4,48,1,0,0,0
Danny Amendola,NE,1,9,7,105,0,0,0,0
Anquan Boldin,SF,1,9,5,102,0,0,0,0
Ricardo Lockette,SEA,1,2,2,41,1,0,0,0
Golden Tate,DET,1,9,6,40,1,0,0,0
Quinton Patton,SF,1,3,2,38,1,0,0,0
Malcom Floyd,SD,1,12,5,95,0,0,0,0
Larry Fitzgerald,ARI,1,10,8,93,0,0,0,0
Julio Jones,ATL,1,10,6,93,0,0,0,0
Allen Hurns,JAC,1,7,2,30,1,0,0,0
James Jones,GB,1,5,2,30,1,0,0,0
Griff Whalen,IND,1,3,2,30,1,0,0,0
Pierre Garcon,WAS,1,8,5,28,1,0,0,0
Bryan Walters,JAC,1,12,8,87,0,0,0,0
Rishard Matthews,MIA,1,6,6,85,0,0,0,0
Roddy White,ATL,1,4,3,23,1,0,0,0
Kamar Aiken,BAL,1,8,3,22,1,0,0,0
Jeff Janis,GB,1,4,2,79,0,0,0,0
Dontrelle Inman,SD,1,7,3,18,1,0,0,0
Jarius Wright,MIN,1,3,2,69,0,0,0,0
Cecil Shorts,HOU,1,6,4,63,0,0,0,0
Miles Austin,PHI,1,3,3,60,0,0,0,0
Jordan Matthews,PHI,1,11,6,59,0,0,0,0
Dorial Green-Beckham,TEN,1,6,3,57,0,0,0,0
Willie Snead,NO,1,5,4,55,0,0,0,0
Justin Hunter,TEN,1,4,3,54,0,0,0,0
Marquess Wilson,CHI,1,4,2,54,0,0,0,0
Eddie Royal,CHI,1,7,5,49,0,0,0,0
Jeremy Maclin,KC,1,4,3,48,0,0,0,0
Robert Woods,BUF,1,6,4,47,0,0,0,0
Kenny Stills,MIA,1,2,2,46,0,0,0,0
Rueben Randle,NYG,1,6,5,44,0,0,0,0
Brandin Cooks,NO,1,5,4,41,0,0,0,0
Jamison Crowder,WAS,1,9,4,40,0,0,0,0
Keshawn Martin,NE,1,2,1,39,0,0,0,0
Randall Cobb,GB,1,5,2,38,0,0,0,0
Mohamed Sanu,CIN,1,4,2,30,0,1,8,0
Philly Brown,CAR,1,3,2,22,0,2,15,0
Leonard Hankerson,ATL,1,6,4,37,0,0,0,0
A.J. Green,CIN,1,7,4,36,0,0,0,0
Jeremy Ross,BAL,1,5,3,34,0,1,2,0
Andre Johnson,IND,1,6,3,35,0,0,0,0
Kendall Wright,TEN,1,5,4,34,0,0,0,0
Chris Hogan,BUF,1,5,2,31,0,0,0,0
Phillip Dorsett,IND,1,4,2,30,0,0,0,0
Andrew Hawkins,CLE,1,4,1,25,0,0,0,0
Antonio Brown,PIT,1,8,3,24,0,0,0,0
Devin Funchess,CAR,1,6,2,24,0,0,0,0
Doug Baldwin,SEA,1,4,3,23,0,0,0,0
Mike Wallace,MIN,1,9,2,23,0,0,0,0
Ryan Grant,WAS,1,4,2,22,0,0,0,0
Jerricho Cotchery,CAR,1,4,2,21,0,0,0,0
Josh Huff,PHI,1,3,3,19,0,0,0,0
Andre Caldwell,DEN,1,2,2,18,0,0,0,0
Ted Ginn Jr.,CAR,1,4,1,18,0,0,0,0
Chris Givens,BAL,1,2,2,18,0,0,0,0
Dwayne Harris,NYG,1,4,2,18,0,0,0,0
Quincy Enunwa,NYJ,1,3,2,17,0,0,0,0
Chris Conley,KC,1,7,3,16,0,0,0,0
Rashad Ross,WAS,1,3,1,16,0,0,0,0
Ty Montgomery,GB,1,2,2,11,0,1,4,0
Greg Jennings,MIA,1,1,1,13,0,0,0,0
Chris Matthews,SEA,1,1,1,12,0,0,0,0
Harry Douglas,TEN,1,4,1,11,0,0,0,0
Nick Williams,ATL,1,1,1,11,0,0,0,0
Marlon Brown,BAL,1,4,1,9,0,0,0,0
Keith Mumphery,HOU,1,4,2,8,0,0,0,0
Markus Wheaton,PIT,1,2,1,8,0,0,0,0
Cameron Meredith,CHI,1,1,1,7,0,0,0,0
Andre Roberts,WAS,1,4,1,6,0,0,0,0
Corey Fuller,DET,1,1,1,5,0,0,0,0
Taylor Gabriel,CLE,1,2,1,5,0,0,0,0
Jaelen Strong,HOU,1,1,1,5,0,0,0,0
Jason Avant,KC,1,3,1,4,0,0,0,0
