,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Tavon Austin,STL,1,7,4,15,0,8,66,0
Marvin Jones,CIN,1,6,5,78,0,0,0,0
Dorial Green-Beckham,TEN,1,10,5,77,0,0,0,0
Justin Hunter,TEN,1,4,3,17,1,0,0,0
Kenny Stills,MIA,1,5,3,74,0,0,0,0
Harry Douglas,TEN,1,5,5,73,0,0,0,0
Seth Roberts,OAK,1,4,3,73,0,0,0,0
Griff Whalen,IND,1,6,5,73,0,0,0,0
Pierre Garcon,WAS,1,8,4,70,0,0,0,0
Quinton Patton,SF,1,5,3,70,0,0,0,0
Steve Johnson,SD,1,10,7,68,0,0,0,0
Brandon Coleman,NO,1,3,2,58,0,0,0,0
James Jones,GB,1,6,2,57,0,0,0,0
Adam Humphries,TB,1,5,5,55,0,0,0,0
Rishard Matthews,MIA,1,4,4,54,0,0,0,0
A.J. Green,CIN,1,6,4,53,0,0,0,0
Jamison Crowder,WAS,1,8,6,50,0,0,0,0
Demaryius Thomas,DEN,1,7,5,50,0,0,0,0
Kenbrell Thompkins,NYJ,1,4,4,45,0,0,0,0
Torrey Smith,SF,1,4,2,44,0,0,0,0
Stefon Diggs,MIN,1,5,3,42,0,0,0,0
Marques Colston,NO,1,3,3,37,0,0,0,0
Danny Amendola,NE,1,5,4,24,0,1,8,0
Dwayne Bowe,CLE,1,5,3,31,0,0,0,0
Donte Moncrief,IND,1,4,3,30,0,0,0,0
Dontrelle Inman,SD,1,5,3,28,0,0,0,0
Miles Austin,PHI,1,3,1,27,0,0,0,0
Terrance Williams,DAL,1,5,3,27,0,0,0,0
Andre Roberts,WAS,1,2,2,26,0,0,0,0
Charles Johnson,MIN,1,2,1,25,0,0,0,0
Marc Mariani,CHI,1,3,2,23,0,0,0,0
Travis Benjamin,CLE,1,6,3,22,0,0,0,0
Bennie Fowler,DEN,1,4,2,22,0,0,0,0
Jeremy Kerley,NYJ,1,3,2,22,0,0,0,0
Ted Ginn Jr.,CAR,1,4,1,20,0,0,0,0
Roddy White,ATL,1,2,1,20,0,0,0,0
Justin Hardy,ATL,1,4,4,17,0,0,0,0
DeSean Jackson,WAS,1,6,3,15,0,0,0,0
Marquess Wilson,CHI,1,3,1,15,0,0,0,0
Stedman Bailey,STL,1,4,2,13,0,0,0,0
Javontee Herndon,SD,1,2,1,12,0,0,0,0
Jarius Wright,MIN,1,3,1,12,0,0,0,0
Josh Huff,PHI,1,4,2,10,0,0,0,0
Bruce Ellington,SF,1,2,2,2,0,1,7,0
Lucky Whitehead,DAL,1,2,1,8,0,0,0,0
Josh Bellamy,CHI,1,1,1,6,0,0,0,0
Donteea Dye,TB,1,4,1,4,0,0,0,0
Brandon Tate,CIN,1,1,1,4,0,0,0,0
Mike Wallace,MIN,1,6,1,4,0,0,0,0
Taylor Gabriel,CLE,1,6,1,3,0,0,0,0
Bradley Marquez,STL,1,1,1,3,0,0,0,0
Myles White,NYG,1,1,1,3,0,0,0,0
Dwayne Harris,NYG,1,3,1,1,0,0,0,0
Andre Caldwell,DEN,1,1,0,0,0,0,0,0
Malcom Floyd,SD,1,1,0,0,0,0,0,0
Darrius Heyward-Bey,PIT,1,2,0,0,0,0,0,0
Andre Holmes,OAK,1,2,0,0,0,0,0,0
Greg Jennings,MIA,1,2,0,0,0,0,0,0
Andre Johnson,IND,1,3,0,0,0,0,0,0
Jerome Simpson,SF,1,3,0,0,0,0,0,0
Nick Williams,ATL,1,1,0,0,0,0,0,0
Robert Woods,BUF,1,1,0,0,0,1,0,0
Brian Quick,STL,1,3,1,-1,0,0,0,0
Joe Webb,CAR,1,0,0,0,0,1,-1,0
Markus Wheaton,PIT,1,4,1,-2,0,0,0,0
