,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Player,Team,G,Target,Rec,Yard,TD,Att,Yard,TD
Antonio Brown,PIT,1,23,17,284,0,2,22,0
Cole Beasley,DAL,1,11,9,112,2,0,0,0
Michael Crabtree,OAK,1,12,7,108,2,0,0,0
Sammy Watkins,BUF,1,8,8,168,1,0,0,0
Jordan Matthews,PHI,1,12,9,133,1,0,0,0
Allen Hurns,JAC,1,8,5,122,1,0,0,0
Dez Bryant,DAL,1,8,5,104,1,0,0,0
Randall Cobb,GB,1,12,4,99,1,0,0,0
Mike Evans,TB,1,19,8,152,0,0,0,0
Alshon Jeffery,CHI,1,16,10,151,0,0,0,0
Emmanuel Sanders,DEN,1,11,6,90,1,0,0,0
Amari Cooper,OAK,1,13,7,88,1,0,0,0
Eric Decker,NYJ,1,9,6,79,1,0,0,0
Julio Jones,ATL,1,17,10,137,0,0,0,0
Brandin Cooks,NO,1,6,4,73,1,0,0,0
Devin Funchess,CAR,1,4,3,71,1,0,0,0
Allen Robinson,JAC,1,11,6,121,0,0,0,0
Julian Edelman,NE,1,8,5,55,1,0,0,0
Bryan Walters,JAC,1,7,5,54,1,0,0,0
Mohamed Sanu,CIN,1,3,3,25,0,1,25,1
Odell Beckham Jr.,NYG,1,17,9,105,0,0,0,0
Brandon Marshall,NYJ,1,8,4,44,1,0,0,0
Brandon LaFell,NE,1,9,5,102,0,0,0,0
Rueben Randle,NYG,1,5,5,40,1,0,0,0
Philly Brown,CAR,1,4,2,50,1,1,-12,0
Willie Snead,NO,1,10,6,95,0,0,0,0
Davante Adams,GB,1,11,7,93,0,0,0,0
Martavis Bryant,PIT,1,7,3,31,1,0,0,0
Kenny Britt,STL,1,5,3,87,0,0,0,0
Jarvis Landry,MIA,1,13,11,69,0,4,18,0
Jerricho Cotchery,CAR,1,6,3,82,0,0,0,0
T.Y. Hilton,IND,1,6,5,82,0,0,0,0
