,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD
Zac Stacy,STL,1,27,127,2,7,6,51,0
Chris Johnson,TEN,1,23,150,2,4,3,20,0
Stevan Ridley,NE,1,26,115,2,4,3,9,0
Matt Forte,CHI,1,24,125,1,8,5,54,0
Adrian Peterson,MIN,1,25,140,1,3,3,37,0
Rashad Jennings,OAK,1,15,102,1,10,7,74,0
Giovani Bernard,CIN,1,9,79,2,4,4,25,0
Eddie Lacy,GB,1,22,150,1,0,0,0,0
Chris Ivory,NYJ,1,18,139,1,0,0,0,0
Darrel Young,WAS,1,5,12,3,0,0,0,0
Alfred Morris,WAS,1,25,121,1,0,0,0,0
Mike James,TB,1,28,158,0,2,2,8,0
C.J. Spiller,BUF,1,12,116,0,3,2,39,0
Marshawn Lynch,SEA,1,21,125,0,5,4,16,0
LeSean McCoy,PHI,1,12,44,0,4,4,36,1
Le'Veon Bell,PIT,1,16,74,0,10,4,65,0
Lamar Miller,MIA,1,16,105,0,4,4,24,0
Shonn Greene,TEN,1,9,38,1,1,1,28,0
LeGarrette Blount,NE,1,5,47,1,0,0,0,0
James Starks,GB,1,6,40,1,0,0,0,0
Fred Jackson,BUF,1,16,77,0,2,1,22,0
Danny Woodhead,SD,1,7,21,0,12,9,77,0
Mike Tolbert,CAR,1,6,24,1,4,3,13,0
Jamaal Charles,KC,1,17,90,0,7,6,6,0
Pierre Thomas,NO,1,6,24,0,10,7,66,0
Ben Tate,HOU,1,22,81,0,2,1,-2,0
Steven Jackson,ATL,1,13,57,0,4,3,19,0
BenJarvus Green-Ellis,CIN,1,21,72,0,0,0,0,0
Brian Leonard,TB,1,5,20,0,4,4,48,0
Jonathan Stewart,CAR,1,9,43,0,3,3,22,0
Bryce Brown,PHI,1,7,54,0,1,1,6,0
DeAngelo Williams,CAR,1,13,42,0,2,2,12,0
Jonathan Dwyer,PIT,1,1,30,0,1,1,23,0
Trent Richardson,IND,1,8,20,0,3,2,33,0
DeMarco Murray,DAL,1,4,31,0,7,6,19,0
Donald Brown,IND,1,6,49,0,2,0,0,0
Jacquizz Rodgers,ATL,1,5,19,0,6,6,25,0
Daniel Thomas,MIA,1,12,38,0,2,1,4,0
Michael Bush,CHI,1,7,25,0,1,1,15,0
Chris Ogbonnaya,CLE,1,0,0,0,6,5,39,0
Ray Rice,BAL,1,11,17,0,4,3,21,0
Robert Turbin,SEA,1,8,37,0,0,0,0,0
Brandon Bolden,NE,1,3,36,0,0,0,0,0
Dennis Johnson,HOU,1,8,36,0,0,0,0,0
Ryan Mathews,SD,1,7,34,0,0,0,0,0
Willis McGahee,CLE,1,21,31,0,0,0,0,0
Roy Helu,WAS,1,2,23,0,1,1,6,0
Bilal Powell,NYJ,1,9,29,0,3,0,0,0
Fozzy Whittaker,CLE,1,2,11,0,4,3,13,0
Marcel Reece,OAK,1,1,0,0,2,2,22,0
Mark Ingram,NO,1,4,19,0,1,0,0,0
Tashard Choice,BUF,1,5,17,0,1,0,0,0
Darren McFadden,OAK,1,5,12,0,2,1,3,0
Erik Lorig,TB,1,0,0,0,3,3,14,0
Tommy Bohanon,NYJ,1,0,0,0,2,1,11,0
Benny Cunningham,STL,1,3,11,0,0,0,0,0
Lance Dunbar,DAL,1,3,-6,0,3,3,17,0
Jerome Felton,MIN,1,0,0,0,1,1,11,0
Bernard Pierce,BAL,1,6,11,0,0,0,0,0
Felix Jones,PIT,1,1,5,0,3,1,4,0
Jed Collins,NO,1,1,7,0,1,0,0,0
Toby Gerhart,MIN,1,0,0,0,1,1,6,0
Dexter McCluster,KC,1,1,-4,0,4,2,9,0
Frank Summers,BUF,1,1,4,0,0,0,0,0
Joseph Randle,DAL,1,1,3,0,0,0,0,0
Vonta Leach,BAL,1,1,2,0,0,0,0,0
Anthony Sherman,KC,1,1,2,0,0,0,0,0
Darren Sproles,NO,1,0,0,0,1,1,2,0
Stanley Havili,IND,1,0,0,0,1,1,1,0
Arian Foster,HOU,1,0,0,0,1,0,0,0
Greg Jones,HOU,1,0,0,0,1,0,0,0
