,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD
Matt Forte,CHI,1,16,91,3,3,2,18,0
Roy Helu,WAS,1,11,41,3,2,1,5,0
Frank Gore,SF,1,24,70,2,3,2,34,0
Jamaal Charles,KC,1,21,86,1,4,3,37,0
Jacquizz Rodgers,ATL,1,8,16,0,9,8,46,2
Chris Johnson,TEN,1,9,39,0,4,4,71,1
Ryan Mathews,SD,1,21,110,1,0,0,0,0
Eddie Lacy,GB,1,22,82,1,7,5,26,0
Marshawn Lynch,SEA,1,21,91,1,3,1,3,0
Zac Stacy,STL,1,17,53,0,4,4,34,1
Fred Jackson,BUF,1,11,36,1,5,4,49,0
Peyton Hillis,NYG,1,18,36,1,6,5,45,0
Danny Woodhead,SD,1,9,29,1,4,4,47,0
Stevan Ridley,NE,1,11,50,1,2,2,3,0
Knowshon Moreno,DEN,1,15,40,1,6,3,9,0
Brandon Bolden,NE,1,8,36,1,3,1,7,0
Chris Ivory,NYJ,1,34,104,0,2,1,-2,0
Le'Veon Bell,PIT,1,19,93,0,1,1,6,0
Mike Tolbert,CAR,1,13,36,1,0,0,0,0
Alfred Morris,WAS,1,19,95,0,0,0,0,0
Reggie Bush,DET,1,20,50,0,5,3,44,0
Joseph Randle,DAL,1,19,65,0,4,3,28,0
Stanley Havili,IND,1,1,2,0,2,1,20,1
Rashard Mendenhall,ARI,1,13,22,1,0,0,0,0
LeSean McCoy,PHI,1,18,55,0,7,6,26,0
Dexter McCluster,KC,1,2,4,0,5,4,70,0
Ray Rice,BAL,1,15,45,0,5,4,27,0
Phillip Tanner,DAL,1,2,1,1,2,1,7,0
Donald Brown,IND,1,11,23,0,3,3,42,0
Giovani Bernard,CIN,1,7,27,0,6,5,32,0
DeAngelo Williams,CAR,1,15,40,0,1,1,19,0
Daniel Thomas,MIA,1,12,60,0,1,1,-2,0
Joique Bell,DET,1,5,27,0,4,3,29,0
Maurice Jones-Drew,JAC,1,9,37,0,2,2,19,0
Adrian Peterson,MIN,1,13,28,0,4,2,28,0
Ben Tate,HOU,1,15,50,0,3,2,5,0
Doug Martin,TB,1,11,47,0,3,1,7,0
Mike James,TB,1,14,45,0,3,3,8,0
Lamar Miller,MIA,1,9,43,0,3,1,4,0
Willis McGahee,CLE,1,11,39,0,1,0,0,0
Trent Richardson,IND,1,14,37,0,0,0,0,0
Alfonso Smith,ARI,1,0,0,0,4,4,30,0
Justin Forsett,JAC,1,2,19,0,1,1,10,0
Ronnie Hillman,DEN,1,4,25,0,1,1,1,0
Michael Cox,NYG,1,11,23,0,2,2,1,0
BenJarvus Green-Ellis,CIN,1,10,24,0,0,0,0,0
Bernard Pierce,BAL,1,6,13,0,1,1,9,0
Tommy Bohanon,NYJ,1,6,21,0,0,0,0,0
Felix Jones,PIT,1,5,16,0,1,1,3,0
Daryl Richardson,STL,1,3,9,0,1,1,9,0
John Conner,NYG,1,0,0,0,5,3,17,0
Toby Gerhart,MIN,1,0,0,0,3,2,17,0
Tashard Choice,BUF,1,6,16,0,1,0,0,0
Brian Leonard,TB,1,2,6,0,2,1,9,0
Chris Ogbonnaya,CLE,1,4,15,0,2,0,0,0
Robert Turbin,SEA,1,3,15,0,0,0,0,0
Ronnie Brown,SD,1,3,14,0,0,0,0,0
Jason Snelling,ATL,1,7,14,0,0,0,0,0
Frank Summers,BUF,1,2,14,0,0,0,0,0
Andre Ellington,ARI,1,3,3,0,5,2,10,0
Vonta Leach,BAL,1,3,10,0,1,1,3,0
John Kuhn,GB,1,1,4,0,1,1,8,0
Arian Foster,HOU,1,4,11,0,0,0,0,0
Bruce Miller,SF,1,1,1,0,1,1,9,0
Anthony Sherman,KC,1,0,0,0,4,2,10,0
Denard Robinson,JAC,1,1,9,0,0,0,0,0
Anthony Dixon,SF,1,1,8,0,0,0,0,0
Jordan Todman,JAC,1,1,8,0,0,0,0,0
C.J. Spiller,BUF,1,6,11,0,3,3,-4,0
Jackie Battle,TEN,1,0,0,0,1,1,6,0
Johnathan Franklin,GB,1,2,6,0,1,0,0,0
Kendall Hunter,SF,1,4,6,0,0,0,0,0
Bilal Powell,NYJ,1,3,6,0,2,0,0,0
Knile Davis,KC,1,2,5,0,0,0,0,0
LeGarrette Blount,NE,1,1,4,0,0,0,0,0
Bryce Brown,PHI,1,2,4,0,1,0,0,0
Jonathan Dwyer,PIT,1,1,4,0,0,0,0,0
Le'Ron McClain,SD,1,2,4,0,0,0,0,0
Darius Reynaud,TEN,1,0,0,0,2,1,4,0
Cyrus Gray,KC,1,1,3,0,0,0,0,0
Shonn Greene,TEN,1,1,2,0,0,0,0,0
Greg Jones,HOU,1,2,2,0,0,0,0,0
Jerome Felton,MIN,1,0,0,0,2,1,1,0
Will Johnson,PIT,1,0,0,0,1,0,0,0
Darrel Young,WAS,1,1,0,0,0,0,0,0
