,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Miles Austin,PHI,1,3,2,22,0,0,0,0
Lance Moore,DET,1,2,1,22,0,0,0,0
Taylor Gabriel,CLE,1,4,2,20,0,0,0,0
Brian Hartline,CLE,1,5,2,20,0,0,0,0
Josh Huff,PHI,1,3,2,19,0,0,0,0
Marvin Jones,CIN,1,3,2,19,0,0,0,0
Michael Floyd,ARI,1,1,1,18,0,0,0,0
Bryan Walters,JAC,1,2,2,17,0,0,0,0
Leonard Hankerson,ATL,1,4,2,16,0,0,0,0
Tyler Murphy,PIT,1,1,1,16,0,0,0,0
Ryan Grant,WAS,1,2,1,15,0,0,0,0
Adam Humphries,TB,1,4,2,14,0,0,0,0
Philly Brown,CAR,1,3,2,13,0,0,0,0
Steve Smith,BAL,1,7,2,13,0,0,0,0
Seth Roberts,OAK,1,6,3,12,0,0,0,0
Kenny Stills,MIA,1,3,1,12,0,0,0,0
Dwayne Harris,NYG,1,0,0,0,0,1,11,0
Justin Hunter,TEN,1,2,1,11,0,0,0,0
Torrey Smith,SF,1,3,1,11,0,0,0,0
Aaron Dobson,NE,1,1,1,9,0,0,0,0
Devin Funchess,CAR,1,2,1,9,0,0,0,0
Jaron Brown,ARI,1,1,1,8,0,0,0,0
Michael Campanaro,BAL,1,2,1,8,0,0,0,0
Chris Matthews,SEA,1,0,1,8,0,0,0,0
Eddie Royal,CHI,1,5,1,8,0,0,0,0
Rod Streater,OAK,1,1,1,8,0,0,0,0
Russell Shepard,TB,1,1,1,6,0,0,0,0
Nelson Agholor,PHI,1,2,1,5,0,0,0,0
Bruce Ellington,SF,1,2,2,5,0,0,0,0
Nick Williams,ATL,1,1,1,5,0,0,0,0
Jamison Crowder,WAS,1,1,1,0,0,1,2,0
Andre Caldwell,DEN,1,1,1,1,0,0,0,0
Cordarrelle Patterson,MIN,1,1,1,1,0,0,0,0
Kamar Aiken,BAL,1,3,1,-1,0,0,0,0
