,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Player,Team,G,Target,Rec,Yard,TD,Att,Yard,TD
Calvin Johnson,DET,1,15,9,155,2,0,0,0
Vincent Jackson,TB,1,22,10,138,2,0,0,0
A.J. Green,CIN,1,8,6,155,1,0,0,0
Eric Decker,DEN,1,13,8,150,1,0,0,0
Harry Douglas,ATL,1,7,7,149,1,0,0,0
Jarrett Boykin,GB,1,10,8,103,1,0,0,0
Brandon Gibson,MIA,1,8,5,40,2,0,0,0
Jeremy Kerley,NYJ,1,10,8,97,1,0,0,0
Demaryius Thomas,DEN,1,9,4,82,1,0,0,0
DeAndre Hopkins,HOU,1,4,3,76,1,0,0,0
Darrius Heyward-Bey,IND,1,7,4,44,1,1,30,0
Terrance Williams,DAL,1,7,6,71,1,0,0,0
Eddie Royal,SD,1,4,4,69,1,0,0,0
Steve Smith,CAR,1,6,5,69,1,0,0,0
Aldrick Robinson,WAS,1,2,2,75,1,1,-11,0
Alshon Jeffery,CHI,1,7,4,105,0,2,16,0
Mike Brown,JAC,1,8,5,120,0,0,0,0
Marvin Jones,CIN,1,6,4,57,1,0,0,0
Dez Bryant,DAL,1,16,8,110,0,0,0,0
Sidney Rice,SEA,1,4,3,50,1,0,0,0
Jordy Nelson,GB,1,6,5,42,1,0,0,0
Rueben Randle,NYG,1,3,3,40,1,0,0,0
Kendall Wright,TEN,1,12,9,98,0,0,0,0
Brian Quick,STL,1,6,2,97,0,0,0,0
Wes Welker,DEN,1,12,7,96,0,0,0,0
Andre Johnson,HOU,1,6,4,89,0,0,0,0
Riley Cooper,PHI,1,7,6,88,0,0,0,0
Mike Wallace,MIA,1,10,5,76,0,1,12,0
David Nelson,NYJ,1,7,4,80,0,0,0,0
Cecil Shorts,JAC,1,13,8,80,0,0,0,0
Golden Tate,SEA,1,7,4,77,0,0,0,0
Brandon Marshall,CHI,1,10,6,75,0,0,0,0
Anquan Boldin,SF,1,6,5,74,0,0,0,0
Michael Floyd,ARI,1,10,6,71,0,0,0,0
Brian Hartline,MIA,1,11,6,69,0,0,0,0
Keenan Allen,SD,1,6,3,67,0,0,0,0
Dwayne Bowe,KC,1,9,5,66,0,0,0,0
Nate Washington,TEN,1,10,3,62,0,0,0,0
Steve Johnson,BUF,1,13,6,61,0,0,0,0
Torrey Smith,BAL,1,6,3,61,0,0,0,0
Justin Blackmon,JAC,1,9,6,58,0,0,0,0
Pierre Garcon,WAS,1,8,5,58,0,0,0,0
Cole Beasley,DAL,1,7,6,53,0,0,0,0
Antonio Brown,PIT,1,7,6,50,0,1,3,0
Victor Cruz,NYG,1,7,5,50,0,0,0,0
Reggie Wayne,IND,1,8,5,50,0,0,0,0
Greg Little,CLE,1,9,4,49,0,0,0,0
Julian Edelman,NE,1,7,5,44,0,0,0,0
DeVier Posey,HOU,1,2,1,42,0,0,0,0
Jerricho Cotchery,PIT,1,4,4,41,0,0,0,0
Kris Durham,DET,1,8,5,41,0,0,0,0
Greg Jennings,MIN,1,10,4,41,0,0,0,0
Tavon Austin,STL,1,5,5,39,0,0,0,0
T.J. Graham,BUF,1,2,2,36,0,0,0,0
Tandon Doss,BAL,1,3,2,35,0,0,0,0
Brandon LaFell,CAR,1,4,3,35,0,0,0,0
Aaron Dobson,NE,1,7,3,34,0,0,0,0
Ted Ginn Jr.,CAR,1,2,2,34,0,0,0,0
Donnie Avery,KC,1,4,3,33,0,0,0,0
Andre Roberts,ARI,1,8,5,33,0,0,0,0
Jason Avant,PHI,1,12,3,32,0,0,0,0
Jacoby Jones,BAL,1,8,4,32,0,0,0,0
Jerome Simpson,MIN,1,9,3,32,0,0,0,0
Mike Williams,TB,1,5,4,32,0,0,0,0
Hakeem Nicks,NYG,1,10,2,28,0,0,0,0
T.Y. Hilton,IND,1,11,2,27,0,0,0,0
Vincent Brown,SD,1,2,2,26,0,0,0,0
Leonard Hankerson,WAS,1,5,1,26,0,0,0,0
Damian Williams,TEN,1,3,3,25,0,0,0,0
Earl Bennett,CHI,1,4,3,24,0,0,0,0
Drew Davis,ATL,1,1,1,24,0,0,0,0
Chris Givens,STL,1,2,1,24,0,0,0,0
Darius Johnson,ATL,1,3,2,24,0,0,0,0
Cordarrelle Patterson,MIN,1,6,3,22,0,1,2,0
Robert Woods,BUF,1,4,3,24,0,0,0,0
Marlon Brown,BAL,1,4,4,22,0,0,0,0
Josh Gordon,CLE,1,6,2,21,0,0,0,0
DeSean Jackson,PHI,1,8,3,21,0,0,0,0
Lestar Jean,HOU,1,2,2,21,0,0,0,0
Larry Fitzgerald,ARI,1,5,2,17,0,0,0,0
Stephen Hill,NYJ,1,5,1,17,0,0,0,0
Jermaine Kearse,SEA,1,3,1,17,0,0,0,0
Austin Pettis,STL,1,4,2,17,0,0,0,0
Doug Baldwin,SEA,1,1,1,16,0,0,0,0
Ryan Broyles,DET,1,4,2,16,0,0,0,0
Kenbrell Thompkins,NE,1,5,2,16,0,0,0,0
Josh Cribbs,NYJ,1,0,0,0,0,3,14,0
Jarius Wright,MIN,1,5,1,13,0,0,0,0
Mohamed Sanu,CIN,1,2,1,12,0,0,0,0
Davone Bess,CLE,1,6,2,11,0,0,0,0
Austin Collie,NE,1,5,1,10,0,0,0,0
Kenny Britt,TEN,1,2,1,8,0,0,0,0
Emmanuel Sanders,PIT,1,2,1,7,0,0,0,0
Dane Sanzenbacher,CIN,1,1,1,7,0,0,0,0
Dwayne Harris,DAL,1,0,0,0,0,1,6,0
Tiquan Underwood,TB,1,1,1,6,0,0,0,0
Marquess Wilson,CHI,1,1,1,3,0,0,0,0
Miles Austin,DAL,1,3,0,0,0,0,0,0
Trindon Holliday,DEN,1,0,0,0,0,0,0,0
Justin Hunter,TEN,1,2,0,0,0,0,0,0
Jeff Maehl,PHI,1,4,0,0,0,0,0,0
Rishard Matthews,MIA,1,1,0,0,0,0,0,0
Santana Moss,WAS,1,2,0,0,0,0,0,0
Brian Robiskie,ATL,1,1,0,0,0,0,0,0
Joe Webb,MIN,1,1,0,0,0,0,0,0
Kyle Williams,SF,1,1,0,0,0,0,0,0
