,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Torrey Smith,SF,1,2,2,42,0,0,0,0
Mike Evans,TB,1,5,3,41,0,0,0,0
Cole Beasley,DAL,1,6,4,40,0,0,0,0
Bruce Ellington,SF,1,2,2,39,0,0,0,0
Justin Hunter,TEN,1,6,4,38,0,0,0,0
Marques Colston,NO,1,5,3,36,0,0,0,0
Riley Cooper,PHI,1,8,3,32,0,0,0,0
Josh Bellamy,CHI,1,8,6,31,0,0,0,0
Terrance Williams,DAL,1,6,2,30,0,0,0,0
Kendall Wright,TEN,1,6,3,29,0,1,1,0
Tyler Lockett,SEA,1,5,2,29,0,0,0,0
Marquise Goodwin,BUF,1,2,2,24,0,0,0,0
Darrius Heyward-Bey,PIT,1,6,2,24,0,0,0,0
Jeremy Ross,BAL,1,2,2,24,0,0,0,0
Randall Cobb,GB,1,6,3,23,0,0,0,0
Keshawn Martin,NE,1,2,2,23,0,0,0,0
Keith Mumphery,HOU,1,8,4,23,0,0,0,0
Roddy White,ATL,1,4,2,23,0,0,0,0
Harry Douglas,TEN,1,3,2,17,0,0,0,0
Geremy Davis,NYG,1,1,1,16,0,0,0,0
Michael Floyd,ARI,1,3,1,15,0,0,0,0
Jordan Norwood,DEN,1,3,2,15,0,0,0,0
Vincent Jackson,TB,1,3,1,14,0,0,0,0
Leonard Hankerson,ATL,1,4,1,13,0,0,0,0
Devin Street,DAL,1,2,1,13,0,0,0,0
Nick Williams,ATL,1,4,1,13,0,0,0,0
T.J. Jones,DET,1,3,1,11,0,0,0,0
Brian Quick,STL,1,3,1,10,0,0,0,0
Phillip Dorsett,IND,1,2,1,9,0,0,0,0
Danny Amendola,NE,1,3,2,6,0,0,0,0
Chris Conley,KC,1,3,1,6,0,0,0,0
Quinton Patton,SF,1,3,2,6,0,0,0,0
Robert Woods,BUF,1,2,1,6,0,0,0,0
Nelson Agholor,PHI,1,1,1,5,0,0,0,0
Brian Hartline,CLE,1,3,1,5,0,0,0,0
Ryan Grant,WAS,1,4,1,4,0,0,0,0
Donte Moncrief,IND,1,3,1,3,0,0,0,0
Miles Austin,PHI,1,1,0,0,0,0,0,0
Kenny Britt,STL,1,4,0,0,0,0,0,0
Marlon Brown,BAL,1,4,1,0,0,0,0,0
Brandon Coleman,NO,1,1,0,0,0,0,0,0
Donteea Dye,TB,1,1,0,0,0,0,0,0
Chris Givens,BAL,1,2,0,0,0,0,0,0
Andre Holmes,OAK,1,1,0,0,0,0,0,0
Dontrelle Inman,SD,1,2,0,0,0,0,0,0
Marc Mariani,CHI,1,3,0,0,0,0,0,0
Vince Mayle,DAL,1,1,0,0,0,0,0,0
Seth Roberts,OAK,1,2,0,0,0,0,0,0
Matt Slater,NE,1,1,0,0,0,0,0,0
Myles White,NYG,1,4,0,0,0,0,0,0
Chandler Worthy,HOU,1,1,0,0,0,0,0,0
Percy Harvin,BUF,1,4,0,0,0,1,-1,0
Lucky Whitehead,DAL,1,2,1,-3,0,0,0,0
