"","playerId","dstInt","dstFumlRec","dstSack","dstTd","dstSafety","dstPtsAllow","analyst","player","position","games","dstBlk","returnYds","dstRetTd"
"1",100001,0.8,0.7,1.1,0.1,0.1,26.7,-1,"Falcons","DST",NA,NA,NA,NA
"2",100002,1,0.8,3.4,0.1,0,15,-1,"Ravens","DST",NA,NA,NA,NA
"3",100003,1.2,0.7,1.8,0.1,0,19.1,-1,"Bills","DST",NA,NA,NA,NA
"4",100004,1.1,1,3.6,0.1,0,14.4,-1,"Panthers","DST",NA,NA,NA,NA
"5",100005,1.1,1,2.8,0.2,0,20.9,-1,"Bears","DST",NA,NA,NA,NA
"6",100006,0.9,0.5,2,0.1,0,22.6,-1,"Bengals","DST",NA,NA,NA,NA
"7",100007,1.1,0.7,1.7,0.1,0,23.4,-1,"Browns","DST",NA,NA,NA,NA
"8",100008,1.1,0.8,2.4,0.1,0.1,22.6,-1,"Cowboys","DST",NA,NA,NA,NA
"9",100009,1.4,0.8,3,0.2,0.1,16.1,-1,"Broncos","DST",NA,NA,NA,NA
"10",100010,0.9,1,3.4,0.1,0,17.6,-1,"Lions","DST",NA,NA,NA,NA
"11",100011,1,0.4,2.9,0.3,0,23.2,-1,"Packers","DST",NA,NA,NA,NA
"12",100012,0.8,0.5,3.2,0.1,0,27.5,-1,"Titans","DST",NA,NA,NA,NA
"13",100013,0.8,0.8,3.7,0.2,0.1,18.8,-1,"Texans","DST",NA,NA,NA,NA
"14",100014,1.5,0.8,2.1,0.2,0,25.9,-1,"Colts","DST",NA,NA,NA,NA
"15",100015,1.1,0.8,2.4,0.1,0,25,-1,"Jaguars","DST",NA,NA,NA,NA
"16",100016,1.1,0.6,2.3,0.1,0,19.3,-1,"Chiefs","DST",NA,NA,NA,NA
"17",100018,0.8,0.8,2,0.1,0,22.4,-1,"Raiders","DST",NA,NA,NA,NA
"18",100019,0.6,0.5,2.3,0.1,0,26.8,-1,"Dolphins","DST",NA,NA,NA,NA
"19",100020,0.6,0.7,2.7,0.1,0,22.2,-1,"Vikings","DST",NA,NA,NA,NA
"20",100021,0.7,0.5,3.2,0.1,0,17.1,-1,"Patriots","DST",NA,NA,NA,NA
"21",100022,0.7,0.7,1.9,0.3,0,29.7,-1,"Saints","DST",NA,NA,NA,NA
"22",100023,0.9,0.9,1.6,0.1,0,24.3,-1,"Giants","DST",NA,NA,NA,NA
"23",100024,0.5,0.7,3.3,0.1,0,18.5,-1,"Jets","DST",NA,NA,NA,NA
"24",100025,1.5,0.7,2.8,0.1,0,19.4,-1,"Eagles","DST",NA,NA,NA,NA
"25",100026,1.1,1.1,2.1,0.1,0,19.8,-1,"Cardinals","DST",NA,NA,NA,NA
"26",100027,0.8,0.9,2.5,0.1,0,21.7,-1,"Steelers","DST",NA,NA,NA,NA
"27",100028,1.3,0.8,3.2,0.2,0,22.2,-1,"Chargers","DST",NA,NA,NA,NA
"28",100029,1,0.5,2.2,0.2,0,25.4,-1,"49ers","DST",NA,NA,NA,NA
"29",100030,0.9,0.7,2.3,0.2,0,13.7,-1,"Seahawks","DST",NA,NA,NA,NA
