"","playerId","rec","recYds","recTds","fumbles","analyst","player","position","games","rushAtt","rushYds","rushTds","rush40","rec40","returnYds","returnTds","twoPts"
"1",324,3.7,37.6,0.1,0,-1,"Jacob Tamme","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1060,4.1,49.9,0.4,0,-1,"Gary Barnidge","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1062,3.7,27.3,0.2,0,-1,"Martellus Bennett","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",71255,0,0,0,0,-1,"Chase Coffman","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",71265,2.3,29.2,0.1,0.1,-1,"Jared Cook","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",71435,0.2,1.4,0,0,-1,"John Phillips","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",79589,0.1,0.5,0,0,-1,"David Johnson","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",89766,1.6,15.4,0.1,0,-1,"Brandon Myers","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",238457,2.9,33,0.3,0,-1,"Zach Miller","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",497224,1.5,16,0.1,0,-1,"Ed Dickson","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",497226,0.3,3.6,0,0,-1,"Jim Dray","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",497236,3,29.8,0.2,0.1,-1,"Jimmy Graham","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",497238,2.4,24.8,0.2,0,-1,"Jermaine Gresham","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",497240,5.3,71.6,0.7,0,-1,"Rob Gronkowski","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",497242,0.6,6.1,0,0,-1,"Clay Harbor","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",497254,3.3,36.4,0.2,0,-1,"Dennis Pitta","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",497256,0,0,0,0,-1,"Tony Moeaki","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2495139,3.4,44.4,0.2,0,-1,"Charles Clay","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2495187,1.6,12.6,0.1,0,-1,"Lance Kendricks","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2495234,0.4,2.3,0,0,-1,"Luke Stocker","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2495267,2,21,0.1,0,-1,"Jordan Cameron","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2495288,2.9,29.3,0.3,0,-1,"Virgil Green","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2495347,1.1,10.9,0.1,0,-1,"Lee Smith","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2495353,3.5,39.6,0.4,0,-1,"Julius Thomas","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2495438,2.4,27.3,0.3,0,-1,"Kyle Rudolph","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2495700,5.4,70.2,0.4,0,-1,"Greg Olsen","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2495826,1.9,20.8,0.1,0,-1,"Vernon Davis","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",2495835,0.2,2.7,0,0,-1,"Anthony Fasano","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2495888,1.6,21.3,0.1,0,-1,"Marcedes Lewis","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2495966,5.1,61.2,0.3,0,-1,"Delanie Walker","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2505299,4.7,51,0.5,0,-1,"Antonio Gates","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2505629,4.6,48.6,0.3,0.1,-1,"Jason Witten","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2507218,1.5,18.4,0.1,0,-1,"Brent Celek","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2507486,1.8,17.4,0.1,0,-1,"Kellen Davis","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2507828,0,0,0,0,-1,"Logan Paulsen","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2508112,0,0,0,0,-1,"Rob Housler","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2532835,0.3,3.5,0.1,0,-1,"Rhett Ellison","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",2532838,4.9,53.6,0.3,0,-1,"Coby Fleener","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",2533046,2.7,24.1,0.2,0,-1,"Dwayne Allen","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",2533047,0,0,0,0,-1,"Orson Charles","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2533353,0.1,0.4,0,0,-1,"Cory Harkey","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2534820,2.6,26.2,0.3,0,-1,"Garrett Celek","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",2535535,0,0,0,0,-1,"Phillip Supernaw","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",2535943,0,0,0,0,-1,"Sean McGrath","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",2537933,2.9,29.3,0.4,0.1,-1,"Larry Donnell","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",2539645,0.1,0.6,0,0,-1,"Brandon Williams","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",2539995,0.4,3.7,0,0,-1,"Mychal Rivera","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",2540160,6.2,64.2,0.6,0.1,-1,"Jordan Reed","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",2540200,0.4,3.5,0,0,-1,"Dion Sims","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",2540203,0.3,2.4,0,0,-1,"Levine Toilolo","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",2540211,1.6,16.6,0.2,0.2,-1,"Gavin Escobar","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",2540215,2.4,21,0.2,0,-1,"Vance McDonald","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",2540232,2.1,18.9,0.2,0,-1,"Jack Doyle","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",2540258,4.4,49.4,0.2,0.2,-1,"Travis Kelce","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",2540259,0.2,2.3,0,0,-1,"MarQueis Gray","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",2540928,0.5,6.4,0.1,0,-1,"Darren Fells","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",2541096,0,0,0,0,-1,"Ifeanyi Momah","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",2541187,1.8,15.7,0.1,0,-1,"Demetrius Harris","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",2541199,2,24.1,0.1,0,-1,"Luke Willson","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",2541316,1.8,19.4,0.1,0,-1,"Ryan Griffin","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",2541834,0.3,2.8,0,0,-1,"Josh Hill","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",2543466,3.4,41.2,0.4,0,-1,"Eric Ebron","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",2543481,0.9,9.3,0.1,0,-1,"Jace Amaro","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",2543628,0.2,1.5,0.1,0,-1,"Troy Niklas","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",2543683,1.5,22.1,0.2,0,-1,"Austin Seferian-Jenkins","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",2543721,1.4,14.1,0.1,0.1,-1,"C.J. Fiedorowicz","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",2543794,1.1,13.3,0.1,0,-1,"Crockett Gillmore","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",2550284,1.8,17,0.1,0,-1,"Trey Burton","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",2550355,0,0,0,0,-1,"Nic Jacobs","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",2550356,0,0,0,0,-1,"Marcel Jensen","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",2550454,0,0,0,0,-1,"Asante Cleveland","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2550656,1.9,23.5,0.2,0,-1,"Cameron Brate","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2551359,0,0,0,0,-1,"Jerome Cunningham","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",2552397,3.1,34.8,0.3,0,-1,"Clive Walford","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",2552399,1.1,11,0.1,0,-1,"Jeff Heuerman","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",2552401,0.3,3,0,0,-1,"MyCole Pruitt","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",2552403,0.2,2.9,0,0,-1,"Nick OLeary","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",2552468,0.7,6.5,0,0,-1,"Maxx Williams","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",2552478,0.4,4,0,0,-1,"Blake Bell","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",2552559,2.8,32.1,0.2,0,-1,"C.J. Uzomah","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",2552586,1.6,17.5,0.1,0,-1,"Tyler Kroft","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",2552633,3.3,30.3,0.2,0,-1,"Jesse James","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",2552660,0.2,2.1,0,0,-1,"Randall Telfer","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",2553318,0.3,3,0,0,-1,"James OShaughnessy","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",2553454,1.1,11,0.1,0,-1,"Geoff Swaim","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",2553552,0,0,0,0,-1,"Khari Lee","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",2553773,0,0,0,0,-1,"Mitchell Henry","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",2553830,2.4,26.4,0.1,0.1,-1,"Will Tye","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA
